#Time       v(a0)      v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(sum8)    v(sum9)    v(sum10)   v(sum11)   v(sum12)   v(sum13)   v(sum14)   v(sum15)   v(cout)   
 17.E-9    -3.1656E-9  1.7999     1.8        1.8012    -397.3E-6  -2.3461E-6 -17.873E-6 -18.018E-6  9.5605E-6  5.8867E-6  18.505E-6  18.77E-6  -33.959E-6 -7.184E-6   4.072E-6   6.7212E-6 -8.5406E-6  1.8001    
 18.E-9    -370.4E-12  1.8001     1.7999     1.8        1.8        1.6888     11.225E-6  23.087E-6 -3.1719E-6 -7.0413E-6 -15.842E-6 -24.549E-6  28.131E-6  8.3168E-6 -5.3791E-6 -5.9602E-6  7.3497E-6  1.7999    
 19.E-9    -3.9873E-9  1.7999     1.8001     1.7999     1.8        1.8        1.8001     1.7475     91.894E-6  8.3001E-6  16.807E-6  27.588E-6 -23.437E-6  2.1227E-6  6.7827E-6  7.4234E-6 -7.0991E-6  1.8       
 20.E-9    -2.9566E-9  1.7999     1.8001     1.7999     1.8        1.8        1.8        1.8        1.8        1.8402     62.775E-6  17.43E-6  -19.687E-6 -2.7414E-6  8.9296E-6  7.5878E-6 -7.0089E-6  1.8001    
 21.E-9    -4.6672E-9  1.7998     1.8001     1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.7999     0.68212    35.388E-6  1.6915E-6  10.599E-6  7.2485E-6 -6.4181E-6  1.8001    
 22.E-9    -3.8997E-9  1.7999     1.8001     1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7998     0.74387    16.22E-6   7.9673E-6 -6.4069E-6  1.8       
 23.E-9    -2.4449E-9  1.7999     1.8001     1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8001     1.7997     1.7601     0.097876  -6.2668E-6  1.8001    
 24.E-9    -1.9699E-9  1.7999     1.8001     1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8002    -0.0049121  0.011924  
 25.E-9     750.9E-12  1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7999     1.8001     1.8173    -568.13E-6 
 26.E-9     838.1E-12  1.8        1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7999     1.8001     1.8065    -267.42E-6 
 27.E-9     849.8E-12  1.8001     1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7999     1.8001     1.8051    -233.39E-6 
 28.E-9     848.E-12   1.8        1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7999     1.8001     1.804     -199.95E-6 
 29.E-9    -844.2E-12  1.8        1.8001     1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8001     1.7999     1.7962     193.35E-6 
 30.E-9     841.5E-12  1.8        1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7999     1.8001     1.8036    -185.62E-6 
 31.E-9     1.8       -510.96E-6  252.07E-6  1.805      1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8001     1.7999    -88.072E-6 
 32.E-9     1.8        122.82E-6 -129.76E-6  136.15E-6 -63.377E-6  0.021459   1.7998     1.8001     1.8        1.8        1.7999     1.7999     1.8001     1.8        1.8        1.8001     1.7998    -115.07E-6 
 33.E-9     1.8        148.77E-6 -119.14E-6  125.83E-6 -50.263E-6  15.112E-6  1.9908E-6  33.763E-6  0.27782    1.7997     1.7999     1.7999     1.8        1.8001     1.7999     1.8002     1.7998    -120.64E-6 
 34.E-9     1.8       -93.389E-6  66.955E-6 -114.05E-6  29.39E-6  -19.877E-6 -24.523E-6 -78.873E-6  56.339E-6 -3.4735E-6  20.736E-6  1.3814     1.8        1.8        1.8001     1.7999     1.7999     123.95E-6 
 35.E-9     1.8        92.089E-6 -109.1E-6   83.723E-6  14.124E-6  19.65E-6  -4.0294E-6  28.033E-6 -10.031E-6 -4.7021E-6 -30.156E-6 -38.671E-6  65.555E-6  260.17E-6  1.5169     1.8001     1.7999    -100.48E-6 
 36.E-9     1.8        62.673E-6 -96.145E-6  60.855E-6 -35.826E-6 -12.318E-6  23.674E-6  22.421E-6 -13.953E-6 -19.984E-6 -17.35E-6  -26.169E-6  34.481E-6  19.219E-6 -40.028E-6  85.64E-6  -0.055592   1.7746    
 37.E-9     1.8       -87.23E-6   71.955E-6 -70.957E-6  22.152E-6 -5.2414E-6 -34.271E-6 -12.894E-6  3.3547E-6  30.03E-6   8.1059E-6  9.026E-6  -37.092E-6 -29.959E-6  54.944E-6 -118.37E-6  0.0095173  1.8008    
 38.E-9     1.8        83.354E-6 -69.499E-6  67.514E-6 -15.812E-6 -9.1529E-6  32.982E-6  4.7693E-6  3.8331E-6 -31.633E-6 -1.3329E-6 -18.749E-6  27.532E-6  26.64E-6  -59.689E-6  94.908E-6 -0.0072629  1.7995    
 39.E-9     1.8        82.699E-6 -69.897E-6  67.777E-6 -14.684E-6 -11.294E-6  33.041E-6  3.1526E-6 -982.99E-9 -32.827E-6 -13.088E-6 -21.369E-6  38.84E-6   26.979E-6 -64.02E-6   104.03E-6 -0.0064482  1.7996    
 40.E-9     1.8       -85.005E-6  72.407E-6 -70.027E-6  16.723E-6  6.3135E-6 -34.286E-6 -4.6164E-6  2.0474E-6  34.156E-6  13.711E-6  27.168E-6 -39.494E-6 -30.387E-6  68.185E-6 -109.5E-6   0.0062691  1.8004    
 41.E-9     1.8        84.228E-6 -71.575E-6  69.362E-6 -15.627E-6 -7.6279E-6  33.872E-6  3.6597E-6 -601.2E-9  -34.099E-6 -11.705E-6 -24.711E-6  37.601E-6  29.356E-6 -67.777E-6  104.33E-6 -0.0060758  1.7997    
 42.E-9     1.8       -83.358E-6  70.983E-6 -68.638E-6  14.74E-6   8.7078E-6 -33.44E-6  -2.6854E-6 -574.9E-9   34.146E-6  10.023E-6  22.657E-6 -35.728E-6 -28.413E-6  67.691E-6 -99.311E-6  0.0059066  1.8003    
 43.E-9     1.8        82.598E-6 -70.289E-6  68.031E-6 -13.804E-6 -9.5707E-6  33.1E-6    1.8728E-6  1.7395E-6 -34.139E-6 -8.376E-6  -20.623E-6  37.481E-6  27.644E-6 -67.527E-6  100.96E-6 -0.005725   1.7997    
 44.E-9     1.8       -81.72E-6   69.701E-6 -67.315E-6  13.008E-6  10.469E-6 -32.687E-6 -1.0671E-6 -2.7125E-6  34.178E-6  6.9689E-6  22.234E-6 -38.968E-6 -26.835E-6  67.396E-6 -102.39E-6  0.005565   1.8003    
 45.E-9     1.8        80.976E-6 -69.018E-6  66.717E-6 -12.162E-6 -11.241E-6  32.367E-6  395.45E-9  3.6891E-6 -34.165E-6 -8.9315E-6 -23.559E-6  40.508E-6  26.188E-6 -67.132E-6  103.9E-6  -0.0053944  1.7997    
 46.E-9     221.E-12  -0.0031536 -0.001487   72.767E-6 -4.2397E-6 -10.802E-6 -14.431E-6 -3.2092E-6  8.5226E-6 -40.201E-6 -19.856E-6 -2.3939E-6  21.332E-6  17.116E-6 -57.353E-6  143.03E-6 -124.48E-6  1.8001    
 47.E-9     891.2E-12  1.8004     1.8        1.809     -314.86E-6 -18.543E-6 -16.221E-6 -1.8631E-6  9.2244E-6 -25.551E-6  6.8211E-6  1.3229E-6  8.3015E-6  14.242E-6 -43.48E-6   130.08E-6 -127.42E-6  1.7999    
 48.E-9    -368.6E-12  1.8        1.7999     1.8001     1.8001     1.6839     20.863E-6 -1.7953E-6  13.871E-6 -17.92E-6   9.0891E-6 -656.81E-9  42.101E-6  14.297E-6 -45.097E-6  131.42E-6 -134.45E-6  1.8001    
 49.E-9    -4.2436E-9  1.7999     1.8        1.8        1.8        1.8        1.7998     1.716      107.19E-6  12.212E-6 -7.7348E-6  203.47E-9 -10.295E-6  11.091E-6  54.067E-6 -145.37E-6  155.52E-6  1.8       
 50.E-9     516.9E-12  1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8057     9.9703E-6  1.9552E-6  30.461E-6 -10.364E-6 -53.325E-6  141.34E-6 -144.84E-6  1.7999    
 51.E-9    -1.345E-9   1.7999     1.8001     1.8        1.8        1.8        1.8        1.8001     1.8        1.8        1.8        0.43258    11.015E-6 -15.481E-6 -51.954E-6  140.54E-6 -147.96E-6  1.8001    
 52.E-9    -1.2134E-9  1.8001     1.7999     1.7999     1.7999     1.8        1.8        1.8001     1.7999     1.8        1.8        1.8        1.8        0.53667   -54.361E-6  144.73E-6 -146.21E-6  1.8001    
 53.E-9    -3.4389E-9  1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8001     1.8        1.7999     1.8        1.8        1.8004     0.90761    161.05E-6  1.8       
 54.E-9     389.8E-12  1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        1.8001     1.8        1.8        1.8        1.8008     0.048562  -0.04516   
 55.E-9    -1.4347E-9  1.8001     1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.8001     1.8        1.8        1.8        1.8        1.8001     1.8003     1.8054     0.0062857 
 56.E-9     1.2751E-9  1.7999     1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.797     -0.0047022 
 57.E-9     1.2915E-9  1.7999     1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.7977    -0.0041412 
 58.E-9     1.2942E-9  1.7999     1.8001     1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.7982    -0.0036478 
 59.E-9    -1.2914E-9  1.8001     1.7999     1.8001     1.8        1.8        1.8        1.8        1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.8        1.8017     0.0035376 
 60.E-9     1.2929E-9  1.7999     1.8001     1.7999     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.7985    -0.0034239 
