#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(sum8)    v(sum9)    v(sum10)   v(sum11)   v(sum12)   v(sum13)   v(sum14)   v(sum15)  
 12.1E-9    1.8        1.7991    -58.538E-6 -84.888E-6 -53.873E-6 -38.856E-6 -65.477E-6 -30.128E-6  1.231E-6  -15.764E-6 -54.574E-6  148.29E-6 -17.299E-6 -14.671E-6  87.015E-6  139.75E-6 -192.96E-6 -23.981E-6 
 12.2E-9   -17.429E-9  1.7997    -66.609E-6 -42.659E-6 -57.589E-6 -33.706E-6 -82.443E-6 -3.9272E-6  7.7993E-6  376.4E-9  -43.04E-6   30.143E-6 -24.598E-6 -23.298E-6  109.32E-6  110.29E-6 -122.78E-6 -29.285E-6 
 12.3E-9   -17.414E-9  1.7998    -46.67E-6  -5.7439E-6 -71.965E-6 -32.534E-6 -74.94E-6  -13.282E-6  40.221E-6  21.901E-6 -46.489E-6  7.356E-6   36.317E-6  40.557E-6 -103.95E-6 -98.9E-6   -57.578E-6 -6.5326E-6 
 12.4E-9    13.244E-9  1.8        176.36E-6  89.751E-6  51.66E-6   66.86E-6   113.77E-6  14.955E-6 -12.023E-6 -1.6573E-6  65.721E-6 -13.646E-6  38.38E-6   43.119E-6 -114.11E-6 -121.4E-6   39.254E-6  42.509E-6 
 12.5E-9   -18.566E-9  1.7999    -0.0092425 -67.938E-6 -80.157E-6 -42.864E-6 -87.301E-6 -38.7E-6    5.0071E-6 -21.187E-6  39.753E-6  26.521E-6 -39.098E-6 -31.047E-6  112.03E-6  112.5E-6  -29.012E-6 -42.8E-6   
 12.6E-9    11.353E-9  1.8        0.54932    247.24E-6  69.825E-6  90.669E-6  53.991E-6  31.397E-6 -11.946E-6  11.218E-6 -50.846E-6 -13.392E-6  31.505E-6  17.863E-6 -51.418E-6 -62.526E-6  38.02E-6   43.065E-6 
 12.7E-9   -18.421E-9  1.8        1.7963    -0.0063611 -47.313E-6 -39.643E-6 -53.815E-6 -32.614E-6  9.6009E-6 -16.202E-6 -66.363E-6  6.3266E-6 -33.344E-6 -24.309E-6  103.64E-6  103.54E-6 -46.677E-6 -43.348E-6 
 12.8E-9    13.965E-9  1.8        1.7999     0.30069    53.007E-6  67.064E-6  36.465E-6  35.062E-6 -11.842E-6  16.617E-6  64.935E-6 -15.76E-6   30.908E-6  18.092E-6 -78.166E-6 -89.654E-6  52.226E-6  34.881E-6 
 12.9E-9    16.014E-9  1.8        1.8        1.808      55.505E-6  106.5E-6   43.613E-6  11.931E-6 -11.679E-6 -378.02E-9  89.586E-6 -13.09E-6   3.3452E-6  2.2573E-6 -59.21E-6  -96.931E-6  56.597E-6  4.7224E-6 
 13.E-9     14.415E-9  1.8        1.8001     1.8012     163.2E-6   64.648E-6  81.728E-6  1.2629E-6 -4.3516E-6 -11.442E-6  59.341E-6 -13.814E-6  18.648E-6  20.633E-6 -107.02E-6 -52.648E-6  61.025E-6 -1.3539E-6 
 13.1E-9    13.176E-9  1.8        1.8001     1.8002    -12.557E-6 -21.716E-6  76.591E-6  29.963E-6 -7.7427E-6  16.084E-6  64.987E-6 -12.303E-6 -983.4E-9   32.08E-6  -100.05E-6 -59.306E-6  60.38E-6  -310.37E-9 
 13.2E-9    15.098E-9  1.8        1.7999     1.8       -986.11E-6  70.969E-6  91.339E-6  6.962E-6   20.026E-6  1.3014E-6  45.075E-6 -16.182E-6 -5.3106E-6 -2.9093E-6 -53.402E-6 -80.06E-6   63.325E-6  30.938E-6 
 13.3E-9    14.039E-9  1.8        1.8001     1.8       -0.0075153  52.625E-6  61.71E-6   689.07E-9 -2.0293E-6 -11.512E-6  42.449E-6 -14.137E-6 -6.295E-6  -6.6713E-6 -90.598E-6 -75.65E-6   71.902E-6 -671.63E-9 
 13.4E-9    13.275E-9  1.8        1.8        1.8        0.31985    73.539E-6  60.63E-6   31.557E-6 -5.1368E-6  16.049E-6  59.681E-6 -13.231E-6  18.328E-6  18.229E-6 -54.177E-6 -67.577E-6  70.995E-6 -900.3E-9  
 13.5E-9   -20.165E-9  1.8        1.7998     1.7999     1.7634    -111.71E-6 -87.67E-6  -35.628E-6  9.1867E-6 -18.409E-6 -42.407E-6  22.421E-6 -35.767E-6 -36.971E-6  110.02E-6  96.695E-6 -68.364E-6 -36.819E-6 
 13.6E-9   -22.25E-9   1.7999     1.8001     1.7999     1.8       -0.018826   7.0456E-6 -135.55E-9 -3.088E-6  -1.799E-6  -61.779E-6  5.4497E-6  18.192E-6  9.0335E-6  34.29E-6   42.737E-6 -84.83E-6   3.6504E-6 
 13.7E-9    10.868E-9  1.8        1.7999     1.7999     1.8        1.2833     52.58E-6   8.2906E-6 -2.1493E-6  1.0877E-6  79.653E-6  21.082E-6 -10.804E-6  6.3861E-6 -83.201E-6 -56.778E-6  104.71E-6  2.3652E-6 
 13.8E-9   -20.197E-9  1.7999     1.8001     1.7999     1.7999     1.801     -34.498E-6  5.0668E-6  7.1135E-6  96.057E-9 -29.852E-6  3.4609E-6  19.056E-6  16.496E-6  24.087E-6  27.272E-6 -89.594E-6  12.432E-6 
 13.9E-9   -20.163E-9  1.8        1.8001     1.8001     1.8        1.8       -293.96E-6 -13.231E-6  5.4959E-6  14.335E-6  8.1934E-6 -22.816E-6 -9.7947E-6  12.E-6     65.876E-6  79.689E-6 -112.19E-6 -5.8598E-6 
 14.E-9    -21.691E-9  1.8        1.7999     1.8        1.7999     1.7999    -0.0016216 -35.513E-6 -25.672E-6  54.697E-6 -62.453E-6  6.2638E-6  1.0772E-6 -14.514E-6  89.56E-6   49.116E-6 -121.01E-6 -25.915E-6 
 14.1E-9    11.935E-9  1.8        1.8001     1.8001     1.8002     1.8001    -0.0049355  41.974E-6  190.89E-6 -34.622E-6  108.36E-6 -8.9653E-6  30.818E-6  30.388E-6 -70.768E-6 -108.E-6    99.023E-6  35.71E-6  
 14.2E-9    11.544E-9  1.8        1.7998     1.7999     1.7999     1.8001     0.035842   265.2E-6  -0.0080613 -0.0097498  59.571E-6  21.063E-6  12.324E-6 -11.467E-6 -29.718E-6 -78.654E-6  102.07E-6  17.822E-6 
 14.3E-9    9.674E-9   1.8        1.8        1.7998     1.8001     1.7999     1.4002    -0.0054543  0.25669    0.28199    81.011E-6 -16.501E-6 -14.7E-6    3.5493E-6 -32.616E-6 -47.624E-6  119.65E-6  36.757E-6 
 14.4E-9    11.538E-9  1.8        1.8001     1.8002     1.7999     1.7998     1.7991     0.14924    1.1592     0.97392    88.419E-6 -4.8443E-6  751.71E-9  11.77E-6  -64.149E-6 -39.819E-6  113.8E-6   29.228E-6 
 14.5E-9   -21.709E-9  1.8        1.7999     1.7999     1.8001     1.8002     1.8        1.3807     1.6586     1.4843    -44.472E-6  6.6032E-6 -1.603E-6  -21.543E-6  88.793E-6  56.81E-6  -132.98E-6  7.6179E-6 
 14.6E-9   -19.456E-9  1.8        1.8        1.8001     1.8        1.8        1.7999     1.7796     1.7813     1.7084    -46.128E-6 -4.3848E-6  10.815E-6 -607.32E-9  47.852E-6  71.604E-6 -144.83E-6 -21.527E-6 
 14.7E-9   -20.185E-9  1.8        1.8        1.7999     1.7999     1.8001     1.7999     1.7996     1.7976     1.7775    -41.581E-6 -17.713E-6 -20.708E-6  10.663E-6  69.045E-6  89.526E-6 -138.28E-6  6.104E-6  
 14.8E-9   -21.978E-9  1.8        1.8001     1.8001     1.8001     1.7999     1.7999     1.7999     1.7997     1.7945     14.908E-6  8.424E-6   8.2338E-6 -16.969E-6  38.223E-6  50.423E-6 -128.44E-6  1.2833E-6 
 14.9E-9   -23.753E-9  1.8        1.8        1.8001     1.8001     1.8001     1.7999     1.8        1.7999     1.7987     94.131E-6 -4.0652E-6 -17.583E-6 -497.03E-9  48.327E-6  55.348E-6 -128.28E-6  4.9738E-6 
 15.E-9     10.938E-9  1.7999     1.8        1.8001     1.7999     1.8        1.8002     1.8001     1.8        1.7997    -74.924E-6 -19.89E-6   11.801E-6  35.088E-6 -63.735E-6 -74.918E-6  157.16E-6  12.308E-6 
 15.1E-9   -24.679E-9  1.8        1.8001     1.8        1.8001     1.8001     1.7999     1.7999     1.8        1.7999    -0.0036183 -10.24E-6   2.1732E-6 -731.37E-9  75.493E-6  62.022E-6 -147.67E-6 -21.013E-6 
 15.2E-9    11.195E-9  1.8        1.7999     1.8        1.7999     1.7999     1.8001     1.8        1.8        1.8        0.083323   6.9864E-6 -5.0334E-6 -1.2214E-6 -60.748E-6 -57.422E-6  92.305E-6  2.3121E-6 
 15.3E-9   -26.869E-9  1.7997     1.8001     1.8        1.8001     1.8001     1.7998     1.8        1.8        1.8        1.2797    -12.573E-6  4.3826E-6  54.403E-6  50.505E-6  167.52E-6 -103.19E-6 -1.2564E-6 
 15.4E-9    4.8969E-9  1.7165     1.7999     1.8        1.8        1.7999     1.8002     1.8        1.8        1.8        1.9405     113.33E-6  168.24E-6  91.454E-6  135.36E-6 -389.5E-6   168.05E-6  115.34E-6 
 15.5E-9    10.413E-9  1.0539     1.8001     1.7999     1.7999     1.7999     1.8001     1.8001     1.8        1.8        1.8065    -879.94E-6 -0.0026651 -0.0097522 -0.0026565 -0.014905  -162.85E-6 -200.44E-6 
 15.6E-9   -28.614E-9  0.24383    1.7999     1.8001     1.8        1.8001     1.7998     1.7999     1.7999     1.8        1.7999    -0.0077073  0.04173    0.30565    0.019762   1.4308    -0.017795  -0.0072818 
 15.7E-9   -29.592E-9  0.019595   1.8001     1.7999     1.7999     1.8001     1.7998     1.8        1.7999     1.8        1.7999     0.39132    0.77556    1.1017     1.6763     1.7997     1.2556     0.19848   
 15.8E-9    13.309E-9  0.0012099  1.7999     1.7999     1.7999     1.7999     1.8001     1.8001     1.8001     1.8        1.8001     1.0019     1.4447     1.5988     1.8        1.7999     1.7998     1.2451    
 15.9E-9    17.057E-9  85.989E-6  1.8001     1.8        1.8        1.8        1.7999     1.7999     1.7999     1.8        1.8001     1.4585     1.7195     1.7577     1.7999     1.7999     1.7998     1.7293    
 16.E-9     18.541E-9 -8.4587E-6  1.7999     1.8001     1.8001     1.8001     1.8001     1.7999     1.8        1.8        1.8001     1.6832     1.786      1.7923     1.7999     1.7999     1.8        1.7949    
