#Time       v(a0)      v(sum7)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(cout)   
 0.        -145.E-15   1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        10.552E-9 
 20.E-12    0.36       1.8        1.7997     1.8        1.8005     1.8        1.8001     1.8        1.8001     187.31E-9 
 40.E-12    0.72       1.8        1.8001     1.8        1.8003     1.8        1.8        1.8        1.8        217.94E-9 
 60.E-12    1.08       1.8        1.8003     1.8        1.8        1.8        1.8        1.8        1.8       -497.14E-9 
 80.E-12    1.44       1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8        362.5E-9  
 100.E-12   1.8        1.8        1.7999     1.8        1.7999     1.8        1.8        1.8        1.8       -352.16E-9 
 120.E-12   1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8        315.77E-9 
 140.E-12   1.8        1.8        1.8001     1.8        1.7999     1.8        1.8        1.8        1.8       -276.71E-9 
 160.E-12   1.8        1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.8        268.03E-9 
 180.E-12   1.8        1.8        1.8002     1.8        1.8001     1.8        1.8        1.8        1.8       -233.22E-9 
 200.E-12   1.8        1.8        1.7999     1.8        1.8001     1.8        1.8        1.8        1.8        233.83E-9 
 220.E-12   1.8        1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8       -203.E-9   
 240.E-12   1.8        1.8        1.7998     1.8        1.7999     1.8        1.8        1.8        1.8        211.97E-9 
 260.E-12   1.8        1.8        1.8001     1.8        1.7999     1.8        1.8        1.8        1.8       -187.08E-9 
 280.E-12   1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.8        203.75E-9 
 300.E-12   1.8        1.8        1.8001     1.8        1.8001     1.8        1.8        1.8        1.8       -182.16E-9 
 320.E-12   1.8        1.8        1.8        1.8        1.8001     1.8        1.8        1.8        1.8        203.59E-9 
 340.E-12   1.8        1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.8       -185.01E-9 
 360.E-12   1.8        1.8        1.8001     1.8        1.7999     1.8        1.8        1.8        1.8        208.27E-9 
 380.E-12   1.8        1.8        1.8001     1.8        1.7999     1.8        1.8        1.8        1.8       -191.33E-9 
 400.E-12   1.8        1.8        1.7999     1.8        1.7999     1.8        1.8        1.8        1.8        216.51E-9 
 420.E-12   1.8        1.7999     1.7999     1.8        1.7999     1.8        1.8        1.8        1.8       -200.03E-9 
 440.E-12   1.8        1.8001     1.8001     1.8        1.7999     1.8        1.8        1.8        1.8        227.16E-9 
 460.E-12   1.8        1.7999     1.8002     1.7999     1.7999     1.8        1.8        1.8        1.8       -212.83E-9 
 480.E-12   1.8        1.8001     1.8        1.8001     1.8        1.8        1.8        1.8        1.8        241.57E-9 
 500.E-12   1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.8       -229.19E-9 
 520.E-12   1.8        1.8001     1.7999     1.8001     1.8001     1.8        1.8        1.8        1.8        260.55E-9 
 540.E-12   1.8        1.7999     1.7999     1.8        1.8        1.8        1.8        1.8        1.8       -252.51E-9 
 560.E-12   1.8        1.8001     1.7997     1.8001     1.7999     1.8        1.8        1.8        1.8        288.64E-9 
 580.E-12   1.8        1.7999     1.7994     1.7999     1.7999     1.8        1.8        1.8        1.8       -323.61E-9 
 600.E-12   1.8        1.8001     1.7996     1.7997     1.8        1.8        1.8        1.8        1.8        220.41E-9 
 620.E-12   1.8        1.7999     1.7995     1.7997     1.8001     1.8        1.8        1.8        1.8       -281.44E-9 
 640.E-12   1.8        1.8001     1.8005     1.7997     1.8001     1.8        1.8        1.8        1.8        643.11E-9 
 660.E-12   1.8        1.7999     1.8025     1.7996     1.8        1.8        1.8        1.8        1.8       -390.9E-9  
 680.E-12   1.8        1.8001     1.8077     1.7998     1.7999     1.8        1.8        1.8        1.8        469.06E-9 
 700.E-12   1.8        1.7999     1.8178     1.8008     1.7999     1.8        1.8        1.8        1.8       -773.53E-9 
 720.E-12   1.8        1.8001     1.8302     1.8031     1.8        1.8        1.8        1.8        1.8        502.85E-9 
 740.E-12   1.8        1.7999     1.7782     1.8083     1.8001     1.8        1.8        1.8        1.8       -383.7E-9  
 760.E-12   1.8        1.8001     1.5575     1.8178     1.8001     1.8        1.8        1.8        1.8        715.69E-9 
 780.E-12   1.8        1.7999     1.1112     1.8285     1.8        1.8        1.8        1.8        1.8       -798.3E-9  
 800.E-12   1.8        1.8001     0.5119     1.7777     1.7999     1.8        1.8        1.8        1.8        712.72E-9 
 820.E-12   1.8        1.7999     0.094765   1.5695     1.7999     1.7999     1.8        1.8        1.8       -434.33E-9 
 840.E-12   1.8        1.8002     0.0011791  1.1477     1.8        1.8001     1.8        1.8        1.8        399.79E-9 
 860.E-12   1.8        1.8001     0.0035782  0.57009    1.8001     1.7999     1.8        1.8        1.8       -619.38E-9 
 880.E-12   1.8        1.8002     0.0010137  0.12997    1.8001     1.8001     1.8        1.8        1.8001     372.67E-9 
 900.E-12   1.8        1.7999     377.37E-6  0.0031359  1.8        1.7999     1.8        1.8        1.7999    -301.98E-9 
 920.E-12   1.8        1.8002     214.21E-6  0.0036811  1.8        1.8001     1.8        1.8        1.8001     634.25E-9 
 940.E-12   1.8        1.8001     31.124E-6  0.0011885  1.7999     1.7999     1.8        1.8        1.7999    -625.35E-9 
 960.E-12   1.8        1.8002     200.E-6    465.95E-6  1.7999     1.8001     1.8        1.8        1.8001     474.96E-9 
 980.E-12   1.8        1.7999     43.892E-6  208.55E-6  1.7999     1.7999     1.8        1.7999     1.8001    -309.25E-9 
 1.E-9      1.8        1.7999     37.408E-6  75.67E-6   1.7997     1.8001     1.7999     1.8001     1.8001     632.76E-9 
 1.02E-9    1.8        1.7999     38.506E-6  232.53E-6  1.7998     1.7999     1.7999     1.7999     1.8       -746.74E-9 
 1.04E-9    1.8        1.8001    -25.407E-9  30.401E-6  1.7996     1.8001     1.8        1.8001     1.7999     665.99E-9 
 1.06E-9    1.8        1.8001     50.251E-6  100.64E-6  1.7996     1.7999     1.8001     1.7999     1.7999    -440.04E-9 
 1.08E-9    1.8        1.8001    -30.037E-6 -3.5709E-6  1.7998     1.8001     1.8001     1.8001     1.8        414.89E-9 
 1.1E-9     1.8        1.7999     62.187E-6  37.501E-6  1.8008     1.8001     1.8        1.7999     1.8001    -656.33E-9 
 1.12E-9    1.8        1.7999    -51.61E-6   11.997E-6  1.8027     1.8001     1.7999     1.8001     1.8001     414.43E-9 
 1.14E-9    1.8        1.7999     71.445E-6  14.824E-6  1.8069     1.7999     1.7999     1.7999     1.8       -435.13E-9 
 1.16E-9    1.8        1.8001    -66.12E-6   17.23E-6   1.8139     1.7999     1.8        1.7999     1.7999     785.82E-9 
 1.18E-9    1.8        1.8001     78.294E-6  921.4E-9   1.8157     1.7999     1.8001     1.7999     1.7999    -500.19E-9 
 1.2E-9     1.8        1.8001    -75.793E-6  18.936E-6  1.7721     1.8001     1.8001     1.8        1.8        454.51E-9 
 1.22E-9    1.8        1.7999     83.354E-6 -7.1057E-6  1.6396     1.8001     1.8        1.8001     1.8001    -769.97E-9 
 1.24E-9    1.8        1.7999    -82.41E-6   22.436E-6  1.4094     1.8001     1.7999     1.8001     1.8001     926.71E-9 
 1.26E-9    1.8        1.7999     87.235E-6 -13.187E-6  1.1094     1.7999     1.7999     1.8        1.8       -832.9E-9  
 1.28E-9    1.8        1.7999    -87.117E-6  19.268E-6  0.77576    1.7999     1.8        1.7999     1.7999     633.5E-9  
 1.3E-9     1.8        1.7999     90.362E-6 -16.381E-6  0.44618    1.7999     1.8        1.7999     1.7999    -587.44E-9 
