#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(sum8)    v(sum9)    v(sum10)   v(sum11)   v(sum12)   v(sum13)   v(sum14)   v(sum15)  
#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(sum8)    v(sum9)    v(sum10)   v(sum11)   v(sum12)   v(sum13)   v(sum14)   v(sum15)  
 10.05E-9   1.8        0.49391    81.117E-6  59.227E-6  380.41E-6 -854.48E-6 -0.0010111  0.0028636 -0.012773   1.4025     0.0071681  1.7997     1.7999     1.8        1.8        1.8001     1.8001     1.8001    
 10.2E-9    1.8        1.7537     82.033E-6  62.236E-6  277.69E-6 -461.76E-6 -466.34E-6  435.96E-6 -0.0056616  0.1993    -145.17E-9  0.85465    1.8008     1.8        1.7999     1.8001     1.8001     1.8001    
 10.35E-9   1.8        1.8012     82.975E-6  64.881E-6  230.71E-6 -241.28E-6 -312.17E-6  78.6E-6   -0.0025146 -123.87E-6  14.797E-6  0.015412   1.5539     1.8001     1.8194     1.8        1.8001     1.8001    
 10.5E-9    1.8        1.8002     84.436E-6  67.237E-6  159.72E-6 -106.67E-6 -232.27E-6  1.3776E-6 -0.0011304  14.436E-6  17.243E-6  0.0061115  0.11637    1.7999     0.053676   1.7996     1.8001     1.8       
 10.65E-9   1.8        1.8        86.47E-6   69.431E-6  164.41E-6 -20.308E-6 -194.44E-6 -15.313E-6 -584.92E-6  11.268E-6  16.977E-6  0.0025456  0.0031723  1.4419     0.019274   1.7642     1.7999     1.8001    
 10.8E-9    1.8        1.7999     88.388E-6  71.493E-6  104.22E-6  38.02E-6  -178.47E-6 -18.719E-6 -350.16E-6  12.245E-6  17.068E-6  0.001091   106.69E-6 -0.060021   0.0078393  0.035449   1.8011     1.8       
 10.95E-9   1.8        1.8        90.251E-6  73.472E-6  138.39E-6  79.494E-6 -174.18E-6 -18.986E-6 -219.43E-6  13.997E-6  18.428E-6  590.97E-6  17.881E-6 -0.007625   0.0032654  0.0080284  1.8122     1.8003    
 11.1E-9    1.8        1.8        92.808E-6  75.395E-6  90.965E-6  110.46E-6 -175.77E-6 -18.82E-6  -144.98E-6  15.55E-6   19.617E-6  337.73E-6  12.566E-6 -0.0010891  0.0013645  0.0019111  0.3268     0.94702   
 11.25E-9   1.8        1.8        95.215E-6  77.428E-6  131.4E-6   134.66E-6 -180.17E-6 -18.671E-6 -101.48E-6  16.764E-6  20.635E-6  195.29E-6  18.055E-6 -186.44E-6  601.79E-6  486.72E-6  0.071547  -0.0052821 
 11.4E-9    0.9        1.8        84.977E-6  56.741E-6  61.377E-6  95.469E-6 -122.07E-6 -12.364E-6 -66.8E-6   -37.2E-6    7.2692E-6  100.99E-6  8.8385E-6 -22.267E-6  322.91E-6  141.05E-6  0.026748  -0.0019951 
 11.55E-9   5.8873E-9  1.8        254.15E-6  118.44E-6  168.96E-6  156.94E-6 -169.17E-6 -57.372E-6 -44.264E-6  8.5027E-6  87.93E-6  -154.53E-6  118.88E-6  119.23E-6  158.59E-6  124.2E-6   110.71E-6  245.24E-6 
 11.7E-9   -8.0294E-9  1.8       -86.402E-6 -1.0856E-6 -75.892E-6 -36.211E-6  60.282E-6  4.9727E-6  8.7805E-6  4.9991E-6  17.675E-6  57.477E-6  11.685E-6  211.73E-9 -49.872E-6 -4.5546E-6 -16.897E-6 -38.822E-6 
 11.85E-9   5.8259E-9  1.8       -0.013253   51.387E-6  56.036E-6  144.67E-6  4.1073E-6 -52.784E-6 -29.378E-6 -25.656E-6  22.082E-6 -168.86E-6  22.957E-6  63.897E-6  62.074E-6  44.492E-6  148.81E-6  137.55E-6 
 12.E-9    -9.2366E-9  1.8        1.6635     217.13E-6 -116.13E-6 -178.8E-6   123.07E-6  47.386E-6  29.083E-6  26.898E-6 -17.308E-6  108.05E-6 -731.48E-9 -62.968E-6 -114.37E-6 -81.687E-6 -133.64E-6 -124.7E-6  
 12.15E-9  -8.1111E-9  1.8        1.7783    -0.0032682 -118.01E-6 -187.48E-6  120.77E-6  41.992E-6  28.652E-6 -9.9258E-6 -17.908E-6  138.97E-6 -22.157E-6 -61.017E-6 -145.55E-6 -93.582E-6 -138.48E-6 -157.37E-6 
 12.3E-9   -9.1454E-9  1.8        1.7959     0.32493   -107.56E-6 -181.36E-6  120.65E-6  41.502E-6  26.439E-6 -19.085E-6 -11.961E-6  149.47E-6 -23.641E-6 -54.013E-6 -104.3E-6  -87.298E-6 -120.45E-6 -159.08E-6 
 12.45E-9   5.77E-9    1.8        1.8028     1.5712     138.44E-6  206.54E-6 -149.15E-6 -52.485E-6 -29.63E-6   34.913E-6  28.036E-6 -171.85E-6  46.203E-6  74.028E-6  136.12E-6  107.62E-6  138.35E-6  182.59E-6 
 12.6E-9   -9.1585E-9  1.8        1.798      1.8872    -45.116E-6 -179.66E-6  132.11E-6  48.406E-6  28.643E-6 -23.011E-6 -21.757E-6  170.55E-6 -21.814E-6 -65.275E-6 -137.09E-6 -100.E-6   -133.6E-6  -177.85E-6 
 12.75E-9   5.2852E-9  1.8        1.8014     1.7601    -5.6539E-6  160.02E-6 -121.73E-6 -48.153E-6 -27.76E-6   22.169E-6  19.608E-6 -173.E-6    10.751E-6  62.083E-6  123.32E-6  96.949E-6  133.95E-6  176.86E-6 
 12.9E-9   -8.6377E-9  1.8        1.7989     1.819     -0.0020484 -161.98E-6  109.6E-6   44.783E-6  27.023E-6 -18.994E-6 -17.502E-6  171.51E-6 -20.022E-6 -58.942E-6 -112.6E-6  -93.49E-6  -132.67E-6 -174.88E-6 
 13.05E-9   5.1184E-9  1.8        1.8008     1.7906     0.03037    171.31E-6 -100.58E-6 -41.554E-6 -26.293E-6  18.223E-6  15.926E-6 -169.16E-6  23.461E-6  56.621E-6  120.92E-6  90.665E-6  132.83E-6  173.12E-6 
 13.2E-9   -10.157E-9  1.8        1.7994     1.805      1.4067    -592.91E-9  116.24E-6  40.022E-6  25.676E-6 -18.54E-6  -13.696E-6  168.16E-6 -25.395E-6 -54.647E-6 -126.02E-6 -88.062E-6 -132.74E-6 -171.11E-6 
 13.35E-9   4.988E-9   1.8        1.8004     1.797      1.9607     0.0019049 -80.123E-6 -39.229E-6 -25.111E-6  16.769E-6  13.421E-6 -168.77E-6  26.392E-6  52.134E-6  112.87E-6  85.902E-6  133.25E-6  169.34E-6 
 13.5E-9   -11.544E-9  1.8        1.7997     1.8019     1.6844     1.3758     91.67E-6   39.155E-6  24.658E-6 -15.651E-6 -14.389E-6  168.51E-6 -26.749E-6 -51.531E-6 -123.69E-6 -83.916E-6 -133.75E-6 -167.43E-6 
 13.65E-9  -9.6198E-9  1.8        1.7999     1.8005     1.783      1.7682    -196.22E-6  34.454E-6  20.254E-6 -15.308E-6 -9.3488E-6  148.16E-6 -20.117E-6 -42.157E-6 -123.1E-6  -65.571E-6 -122.69E-6 -142.31E-6 
 13.8E-9   -9.501E-9   1.8        1.8        1.8002     1.7972     1.7957    -0.0020086  53.466E-6  20.988E-6 -18.325E-6 -20.845E-6  154.18E-6 -28.732E-6 -51.505E-6 -111.47E-6 -74.506E-6 -126.75E-6 -149.03E-6 
 13.95E-9  -12.315E-9  1.8        1.8        1.8001     1.7995     1.7994    -0.0030773  19.774E-6  69.625E-6 -14.327E-6  31.669E-6  152.69E-6 -28.452E-6 -51.387E-6 -130.05E-6 -76.629E-6 -132.28E-6 -152.31E-6 
 14.1E-9   -14.207E-9  1.8        1.8        1.8        1.7998     1.7998     1.3317    -0.0050435 -94.198E-6 -17.426E-6  100.22E-6  158.71E-6 -27.877E-6 -50.051E-6 -92.254E-6 -76.412E-6 -138.05E-6 -153.23E-6 
 14.25E-9  -12.942E-9  1.8        1.8        1.8        1.7998     1.7999     1.7686     0.41173   -0.0019488 -26.741E-6 -0.0081654  161.45E-6 -27.465E-6 -49.463E-6 -115.34E-6 -82.755E-6 -143.67E-6 -115.32E-6 
 14.4E-9   -14.128E-9  1.7997     1.8        1.8        1.7999     1.7999     1.7947     1.7276    -0.0042144  302.47E-6  0.55991    150.9E-6   2.4111E-6 -54.318E-6 -120.68E-6 -82.238E-6 -149.09E-6 -133.09E-6 
 14.55E-9  -13.9E-9    1.3069     1.8        1.7999     1.7999     1.7999     1.7989     1.8006     1.3493    -0.0053178  1.5437     348.88E-6 -3.4126E-6 -53.163E-6 -103.2E-6  -80.861E-6 -154.26E-6 -123.58E-6 
 14.7E-9   -15.044E-9 -0.063829   1.8        1.8        1.7999     1.7999     1.7996     1.8002     1.7673     0.31998    1.7805    -0.0040299  202.86E-6 -51.892E-6  38.603E-6 -79.957E-6 -159.23E-6 -136.49E-6 
 14.85E-9  -12.824E-9 -0.0074793  1.8        1.7999     1.7999     1.7999     1.7999     1.8        1.7946     1.2992     1.7991     0.61267   -0.0012299 -48.171E-6 -27.005E-6 -79.659E-6 -163.99E-6 -144.75E-6 
 15.E-9    -10.828E-9 -966.04E-6  1.8        1.8        1.7998     1.7999     1.8        1.7999     1.7989     1.7251     1.7999     1.8585    -419.97E-6 -36.457E-6 -0.002076  -69.182E-6 -169.31E-6 -150.05E-6 
 15.15E-9   1.8       -100.43E-6  1.8        1.8        1.7999     1.8        1.8        1.8        1.7997     1.7939     1.8        1.8067     0.86119    298.87E-6  0.0059697  34.957E-6 -152.59E-6 -71.649E-6 
 15.3E-9    1.8       -18.585E-6  1.8086     1.7999     1.7999     1.7998     1.8001     1.8        1.8        1.7992     1.8        1.7999     1.7174    -0.0019097  1.6815    -596.35E-6  46.072E-6 -96.357E-6 
 15.45E-9   1.8        42.734E-6 -0.024139   1.7999     1.7998     1.7998     1.7999     1.8        1.7999     1.7999     1.8        1.8        1.7964     0.018041   1.7997    -0.011064   95.966E-6  116.5E-6  
 15.6E-9    1.8       -39.525E-6  0.0046777  1.8006     1.8001     1.8001     1.8002     1.8        1.8001     1.8        1.8        1.8001     1.7998     1.4279     1.7999     1.3503    -145.61E-6 -87.871E-6 
 15.75E-9   1.8       -57.274E-6  0.002097   1.4043     1.7999     1.8        1.8002     1.8        1.8001     1.8001     1.8        1.8001     1.8        1.8007     1.7999     1.7957    -134.86E-6  179.36E-6 
 15.9E-9    1.8       -54.595E-6  969.84E-6 -0.087551   1.8        1.8        1.8001     1.8        1.8001     1.8        1.8        1.8001     1.8        1.8        1.7999     1.7996    -347.31E-6 -0.0024072 
 16.05E-9   1.8       -49.137E-6  557.E-6   -0.015612   1.7999     1.7999     1.8001     1.8        1.8001     1.8        1.8        1.8001     1.8        1.8        1.7999     1.8       -837.89E-6  0.085412  
 16.2E-9    1.8       -30.03E-6   322.34E-6 -0.0030057  1.8115     1.8        1.8        1.8        1.8001     1.8        1.8        1.8001     1.8        1.8        1.7999     1.8001    -0.0018138  1.8396    
 16.35E-9   1.8       -42.736E-6  182.19E-6 -566.39E-6  0.24865    1.7993     1.8002     1.8        1.8001     1.8        1.8        1.8001     1.8        1.8        1.7999     1.8       -0.0021941  1.8057    
 16.5E-9    1.8       -43.409E-6  95.35E-6  -174.72E-6  0.073996   1.6287     1.8001     1.8        1.8001     1.8        1.8        1.8001     1.8        1.8        1.7999     1.8        0.65258    1.8007    
 16.65E-9   1.8       -52.044E-6  39.245E-6 -75.923E-6  0.030746  -0.13766    1.7999     1.8        1.8001     1.8        1.8        1.8002     1.8        1.8        1.7998     1.8        1.8495     1.8002    
 16.8E-9    1.8       -44.103E-6  1.2878E-6 -57.68E-6   0.013411  -0.053243   1.8008     1.8001     1.8001     1.8        1.8        1.8001     1.8        1.8        1.7998     1.8        1.8082     1.8001    
 16.95E-9   1.8       -49.097E-6 -25.637E-6 -61.346E-6  0.0059627 -0.02186    1.8012     1.7998     1.8        1.8        1.8        1.8001     1.8        1.8        1.7998     1.8        1.8014     1.8       
 17.1E-9    1.8       -52.17E-6  -45.867E-6 -69.881E-6  0.0026894 -0.0091513 -0.010631   1.8155     1.8002     1.8        1.8        1.8001     1.8        1.7999     1.7998     1.7999     1.8003     1.8       
 17.25E-9   1.8       -43.492E-6 -61.898E-6 -48.191E-6  0.0012488 -0.0038409 -0.0058611  0.3822     1.8057     1.8        1.8088     1.8        1.8        1.7999     1.7999     1.7999     1.8        1.7999    
 17.4E-9    1.8        524.93E-6 -74.77E-6  -68.528E-6  703.45E-6 -0.0016064 -0.0027378  0.022047  -0.028993   1.8017     0.99709    1.8001     1.8001     1.8001     1.7999     1.8        1.8        1.7999    
 17.55E-9   1.8        0.49454   -85.265E-6 -49.973E-6  387.84E-6 -662.7E-6  -0.0012724  0.002837  -0.01297    1.4018     0.0069751  1.7996     1.7999     1.8        1.7999     1.7999     1.7999     1.7999    
 17.7E-9    1.8        1.7539    -94.455E-6  21.569E-6  186.2E-6  -404.47E-6 -730.22E-6  429.62E-6 -0.0057673  0.19892    44.896E-6  0.84877    1.8009     1.8        1.8        1.8        1.7999     1.7999    
 17.85E-9   1.8        1.8012    -102.33E-6 -46.792E-6  51.813E-6 -215.44E-6 -429.33E-6  84.259E-6 -0.0025804 -71.295E-6  26.32E-6   0.01657    1.5535     1.8        1.8196     1.7999     1.7999     1.7999    
 18.E-9     1.8        1.8002    -109.39E-6  21.426E-6 -42.25E-6  -142.04E-6 -235.58E-6  19.806E-6 -0.0011766  9.8135E-6  8.1753E-6  0.0065282  0.11617    1.8001     0.053109   1.7995     1.7998     1.7999    
 18.15E-9   1.8        1.8001    -116.19E-6 -47.23E-6  -112.42E-6 -80.608E-6 -105.84E-6  13.977E-6 -678.29E-6 -6.0235E-6 -4.3269E-6  0.0026718  0.0032335  1.4413     0.019154   1.7638     1.8001     1.8       
 18.3E-9    1.8        1.8       -122.58E-6  21.814E-6 -74.501E-6 -59.527E-6 -14.619E-6  19.423E-6 -409.97E-6 -14.291E-6 -13.288E-6  0.0010971  171.36E-6 -0.060026   0.0078591  0.035388   1.8012     1.8       
 18.45E-9   1.8        1.8       -128.64E-6 -47.906E-6 -18.458E-6 -108.13E-6  52.365E-6  25.982E-6 -252.35E-6 -19.647E-6 -19.198E-6  535.13E-6  13.159E-6 -0.0075592  0.0033417  0.0080777  1.8123     1.8004    
 18.6E-9    1.8        1.8       -134.75E-6 -23.788E-6 -86.403E-6 -95.086E-6  103.49E-6  31.745E-6 -157.36E-6 -23.455E-6  19.491E-6  337.92E-6 -18.82E-6  -0.0010168  0.0014596  0.0019828  0.3232     0.94791   
 18.75E-9   1.8        1.8       -140.23E-6 -31.379E-6 -97.862E-6 -61.613E-6  36.883E-6  36.643E-6 -97.917E-6 -23.392E-6 -15.384E-6  249.17E-6 -31.193E-6 -195.55E-6  724.2E-6   587.16E-6  0.071569  -0.005373  
 18.9E-9    0.9        1.8       -132.04E-6 -3.9736E-6 -62.062E-6 -89.5E-6    80.371E-6  26.365E-6 -54.742E-6  33.497E-6 -8.1942E-6  110.4E-6   55.443E-6 -31.282E-6  346.86E-6  161.08E-6  0.026784  -0.0019567 
 19.05E-9   5.4488E-9  1.8        58.179E-6 -26.08E-6   95.618E-6  68.149E-6 -36.137E-6 -16.8E-6   -54.989E-6 -38.976E-6 -38.158E-6 -72.366E-6 -10.873E-6 -31.139E-6  25.505E-6  64.249E-6  174.21E-6  4.1701E-6 
 19.2E-9   -7.7195E-9  1.8001    -11.606E-6 -62.123E-6 -77.14E-6  -124.34E-6  58.822E-6  42.385E-6  57.09E-6  -4.9028E-6 -30.989E-6  111.59E-6  15.09E-6  -42.574E-6 -42.782E-6 -60.764E-6 -123.91E-6 -52.541E-6 
 19.35E-9   5.4912E-9  1.8       -0.013388   39.898E-6  97.178E-6  51.574E-6 -74.79E-6  -46.091E-6 -59.07E-6   4.3917E-6  22.611E-6 -85.312E-6  18.994E-6  9.6147E-6  87.248E-6  19.638E-6  156.78E-6  32.889E-6 
 19.5E-9   -8.8555E-9  1.8        1.6802     226.16E-6 -115.96E-6 -69.002E-6  85.84E-6   3.0679E-6  65.539E-6 -764.31E-9  6.7338E-6  74.64E-6  -23.478E-6 -9.8485E-6 -76.398E-6 -27.939E-6 -127.21E-6 -58.64E-6  
 19.65E-9  -7.7322E-9  1.8        1.7813    -0.0032672 -111.63E-6 -80.003E-6  103.39E-6  29.78E-6   70.453E-6  6.7212E-6 -19.137E-6  81.422E-6 -1.0087E-6 -9.8526E-6 -83.017E-6 -65.711E-6 -126.73E-6 -87.467E-6 
 19.8E-9   -8.7967E-9  1.8        1.7966     0.32533   -85.33E-6  -92.842E-6  76.845E-6  24.862E-6  68.04E-6  -13.803E-6 -15.174E-6  88.01E-6   3.0035E-6 -26.79E-6  -95.074E-6 -61.115E-6 -125.53E-6 -61.084E-6 
 19.95E-9   5.4078E-9  1.8001     1.8023     1.5716     116.06E-6  96.604E-6 -113.32E-6 -45.583E-6 -77.235E-6  11.749E-6  30.202E-6 -119.36E-6  10.073E-6  27.293E-6  123.81E-6  58.76E-6   129.8E-6   68.436E-6 
 20.1E-9   -8.8025E-9  1.8        1.7984     1.8871    -25.742E-6 -87.627E-6  101.17E-6  26.187E-6  75.291E-6 -1.6906E-6 -7.8191E-6  104.19E-6 -17.346E-6 -17.593E-6 -105.65E-6 -46.866E-6 -115.04E-6 -60.09E-6  
 20.25E-9   4.9308E-9  1.8        1.8012     1.7602    -22.335E-6  80.262E-6 -95.678E-6 -14.985E-6 -74.263E-6 -2.8583E-6  1.3401E-6 -93.489E-6  5.6482E-6  11.478E-6  95.979E-6  37.203E-6  105.01E-6  56.408E-6 
 20.4E-9   -8.2856E-9  1.8        1.7991     1.819     -0.0020258 -72.738E-6  86.702E-6  22.562E-6  73.295E-6 -10.012E-6 -12.588E-6  83.381E-6 -975.21E-9 -24.114E-6 -85.642E-6 -29.069E-6 -94.662E-6 -50.892E-6 
 20.55E-9   4.7581E-9  1.8        1.8006     1.7906     0.029935   96.726E-6 -79.919E-6 -27.456E-6 -72.362E-6 -131.28E-9  15.695E-6 -92.675E-6 -2.3788E-6  30.589E-6  94.713E-6  43.698E-6  106.73E-6  46.655E-6 
 20.7E-9   -9.8167E-9  1.8        1.7995     1.805      1.4062     41.728E-6  98.543E-6  13.996E-6  71.56E-6   4.4196E-6 -18.468E-6  100.56E-6 -12.123E-6 -17.4E-6   -81.653E-6 -52.774E-6 -115.72E-6 -43.935E-6 
 20.85E-9   4.5896E-9  1.8        1.8004     1.797      1.9607     0.0077545 -64.372E-6 -23.525E-6 -70.75E-6   9.4146E-6  4.7112E-6 -88.599E-6  18.163E-6  10.909E-6  73.101E-6  40.703E-6  103.62E-6  60.16E-6  
 21.E-9    -11.155E-9  1.8        1.7997     1.8019     1.6844     1.3866     75.844E-6  28.027E-6  70.059E-6  487.85E-9 -14.51E-6   99.245E-6 -5.5016E-6 -5.638E-6  -83.513E-6 -51.752E-6 -93.978E-6 -53.207E-6 
 21.15E-9  -9.283E-9   1.8        1.7999     1.8005     1.783      1.767     -216.56E-6  26.84E-6   60.582E-6 -13.809E-6 -17.729E-6  106.62E-6 -15.889E-6 -30.058E-6 -101.48E-6 -26.082E-6 -112.51E-6 -65.178E-6 
 21.3E-9   -9.1808E-9  1.8        1.8        1.8002     1.7972     1.7954    -0.0020516  42.397E-6  62.005E-6  4.1015E-6 -219.76E-9  99.267E-6 -3.3087E-6  509.63E-9 -83.007E-6 -59.077E-6 -101.6E-6  -45.011E-6 
 21.45E-9  -11.96E-9   1.8        1.8        1.8001     1.7995     1.7993    -0.00227   -1.8293E-6  88.219E-6  6.8877E-6  30.302E-6  63.433E-6  2.7121E-6  3.1858E-6 -88.811E-6 -26.457E-6 -108.73E-6 -66.393E-6 
 21.6E-9   -13.827E-9  1.8        1.8        1.8        1.7998     1.7998     1.3572    -0.005142  -89.491E-6 -12.693E-6  103.02E-6  97.636E-6 -16.992E-6 -3.2131E-6 -57.2E-6   -27.258E-6 -74.022E-6 -53.416E-6 
 21.75E-9  -12.608E-9  1.8        1.8        1.8        1.7998     1.7999     1.768      0.41784   -0.0019749 -6.8054E-6 -0.0082434  96.275E-6  3.4649E-6 -24.25E-6  -58.074E-6 -44.428E-6 -115.41E-6 -59.726E-6 
 21.9E-9   -13.779E-9  1.7998     1.8        1.8        1.7999     1.7999     1.7947     1.7296    -0.0037427  258.8E-6   0.57007    49.298E-6 -2.4955E-6 -2.4002E-6 -76.942E-6 -20.316E-6 -78.782E-6 -79.445E-6 
 22.05E-9  -13.533E-9  1.2986     1.7999     1.8        1.7998     1.7999     1.7989     1.8006     1.366     -0.005407   1.5483     259.57E-6 -5.6177E-6 -5.1169E-6 -69.381E-6 -24.558E-6 -82.585E-6 -55.801E-6 
 22.2E-9   -14.716E-9 -0.063251   1.7999     1.8        1.7998     1.7999     1.7996     1.8002     1.7671     0.32494    1.781     -0.0041891  201.57E-6 -25.872E-6  87.28E-6  -43.341E-6 -96.394E-6 -63.151E-6 
 22.35E-9  -12.497E-9 -0.007405   1.7999     1.8        1.7999     1.7999     1.7999     1.8        1.7945     1.3031     1.7991     0.62502   -0.0012508 -1.2565E-6 -12.104E-6 -19.702E-6 -91.816E-6 -45.772E-6 
 22.5E-9   -10.508E-9 -950.84E-6  1.7999     1.8        1.7998     1.8        1.8        1.7999     1.7989     1.7259     1.7999     1.8565     268.91E-6 -16.957E-6 -0.0020859 -26.827E-6 -104.08E-6 -34.112E-6 
 22.65E-9   1.8       -98.645E-6  1.7999     1.8001     1.8        1.8        1.8001     1.8        1.7997     1.794      1.8        1.8065     0.86716    256.14E-6  0.0069791  58.937E-6 -52.999E-6 -18.901E-6 
 22.8E-9    1.8       -27.778E-6  1.8085     1.7999     1.7999     1.7999     1.8002     1.8        1.8        1.7993     1.8        1.7999     1.7184    -0.0019441  1.688     -611.44E-6  56.514E-6 -91.078E-6 
 22.95E-9   1.8        16.606E-6 -0.024012   1.7999     1.7998     1.7998     1.7998     1.8        1.7999     1.7999     1.8        1.7999     1.7964     0.020143   1.7997    -0.010993   100.07E-6  109.7E-6  
 23.1E-9    1.8        17.169E-6  0.0046906  1.8006     1.8001     1.8001     1.8001     1.8        1.8001     1.8001     1.8        1.8001     1.7998     1.4358     1.7999     1.3567    -66.679E-6 -86.074E-6 
 23.25E-9   1.8       -34.27E-6   0.0021091  1.4056     1.8        1.8        1.8002     1.8        1.8001     1.8        1.8001     1.8001     1.8        1.8007     1.7999     1.7957    -91.255E-6  185.62E-6 
 23.4E-9    1.8       -27.576E-6  0.0010102 -0.087586   1.8        1.8001     1.8001     1.8        1.8001     1.8        1.8        1.8001     1.8        1.8        1.7999     1.7996    -320.21E-6 -0.002392  
 23.55E-9   1.8       -44.602E-6  588.91E-6 -0.015613   1.7999     1.7999     1.8001     1.8        1.8001     1.8        1.8        1.8001     1.8        1.7999     1.7999     1.8001    -809.33E-6  0.089323  
 23.7E-9    1.8       -46.798E-6  345.33E-6 -0.0030024  1.8114     1.8        1.8        1.8        1.8001     1.8001     1.8        1.8        1.8        1.8        1.7999     1.8001    -0.0017903  1.8419    
 23.85E-9   1.8       -47.757E-6  195.07E-6 -565.03E-6  0.24976    1.7993     1.8        1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.7998     1.8       -0.0020072  1.8061    
 24.E-9     1.8       -53.527E-6  98.318E-6 -169.05E-6  0.074202   1.6315     1.8001     1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        0.66242    1.8008    
 24.15E-9   1.8       -47.729E-6  33.078E-6 -71.591E-6  0.030832  -0.13777    1.7999     1.8        1.8001     1.8        1.8        1.8        1.8        1.8        1.7999     1.8        1.8487     1.8002    
 24.3E-9    1.8       -53.166E-6 -12.958E-6 -56.758E-6  0.013453  -0.053271   1.8008     1.8        1.8002     1.8        1.8        1.8        1.8001     1.8        1.7998     1.8        1.8081     1.8001    
 24.45E-9   1.8       -50.942E-6 -47.38E-6  -63.878E-6  0.0059857 -0.021865   1.8018     1.7997     1.8        1.8        1.8        1.8001     1.8        1.8        1.7998     1.8        1.8014     1.8       
 24.6E-9    1.8       -53.025E-6 -73.99E-6  -12.827E-6  0.0027044 -0.0091488 -0.0093165  1.8155     1.8001     1.8        1.8        1.7999     1.8        1.8        1.7999     1.7999     1.8003     1.8       
 24.75E-9   1.8       -51.506E-6 -95.095E-6 -60.93E-6   0.0012587 -0.0038355 -0.0053339  0.38274    1.8059     1.8        1.8087     1.8001     1.8001     1.8        1.7999     1.8        1.8        1.7999    
 24.9E-9    1.8        529.32E-6 -112.44E-6 -31.759E-6  710.23E-6 -0.0016035 -0.0025267  0.022013  -0.028638   1.8017     0.9996     1.8001     1.8        1.8        1.7999     1.8        1.7999     1.7999    
#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(sum8)    v(sum9)    v(sum10)   v(sum11)   v(sum12)   v(sum13)   v(sum14)   v(sum15)  
