#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)   
 70.5E-9   -2.3396E-9  1.8        1.7983     1.7974     1.8723     258.04E-6  15.63E-6   74.904E-6  159.33E-6  75.013E-6 
 71.E-9    -3.9107E-9  1.8139     1.7998     1.8002     1.801      1.7514     0.98101    58.033E-6  149.06E-6  63.747E-6 
 71.5E-9   -3.669E-9  -0.029321   1.7999     1.8001     1.7998     1.802      1.8001     0.89552   -0.0064377 -73.278E-6 
 72.E-9    -1.3819E-9  0.012771   1.8001     1.7999     1.8001     1.7992     1.8        1.7957     1.6874     1.4494    
 72.5E-9   -233.E-12  -0.0055724  1.7999     1.8001     1.8        1.8003     1.8        1.8013     1.8265     1.8646    
 73.E-9    -504.7E-12 -0.0013423  1.7999     1.8001     1.8        1.8        1.8        1.8004     1.8024     1.8069    
 73.5E-9   -516.4E-12 -963.51E-6  1.7998     1.8001     1.8        1.7999     1.8        1.8003     1.8013     1.8038    
 74.E-9    -524.3E-12 -683.25E-6  1.7998     1.8001     1.8        1.7999     1.8        1.8002     1.8006     1.8021    
 74.5E-9    528.7E-12  646.79E-6  1.8002     1.7999     1.8        1.8001     1.8        1.7998     1.7994     1.7982    
 75.E-9    -527.4E-12 -604.64E-6  1.7998     1.8001     1.8        1.7999     1.8        1.8002     1.8005     1.8016    
#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)   
 75.E-9    -7.4746E-9  495.39E-6  1.7999     1.8001     1.8        1.8        1.8        1.8001     1.7998     1.7988    
 75.5E-9    1.8       -55.541E-6 -0.078882   1.8002     1.8        1.8001     1.8        1.7999     1.7999     1.8       
 76.E-9     1.8        52.232E-6 -0.0068049 -0.024642   1.7318     1.8        1.8        1.7999     1.7998     1.7999    
 76.5E-9    1.8        68.053E-6 -0.0024565 -0.0092574 -0.011263   0.1148     1.7211     1.7999     1.7998     1.8       
 77.E-9     1.8        1.8391    -945.29E-6 -0.0035178 -623.75E-6  0.038697  -0.0061812  0.47481    1.2483     1.8       
 77.5E-9    1.8        1.8068    -472.12E-6 -0.0013597 -7.864E-6   0.014356  -292.26E-6  0.026385  -0.035249  -0.093278  
 78.E-9     1.8        1.8018    -250.87E-6 -655.22E-6  22.4E-6    0.0054741 -37.1E-6    0.0033822 -0.012338  -0.031352  
 78.5E-9    1.8        1.7991     182.4E-6   473.05E-6 -21.193E-6 -0.0032094  16.154E-6 -0.0011738  0.0069168  0.017547  
 79.E-9     1.8        1.7993     160.56E-6  416.56E-6 -21.65E-6  -0.0025386  11.437E-6 -753.94E-6  0.005346   0.013561  
 79.5E-9    1.8        1.7995     139.7E-6   364.76E-6 -20.162E-6 -0.0020122  7.2735E-6 -482.58E-6  0.0041321  0.010497  
 80.E-9     1.8        1.8004    -137.39E-6 -359.22E-6  22.982E-6  0.0019001 -6.0042E-6  429.07E-6 -0.0038705 -0.0098262 
 80.5E-9    1.8        1.7996     132.72E-6  347.94E-6 -22.193E-6 -0.0017938  5.0111E-6 -381.58E-6  0.0036338  0.0092412 
 81.E-9     1.8        1.8004    -128.22E-6 -337.26E-6  21.803E-6  0.0017004 -3.9457E-6  338.56E-6 -0.0034049 -0.0086545 
 81.5E-9    1.8        1.7996     123.98E-6  327.22E-6 -21.393E-6 -0.0016113  2.9746E-6 -299.88E-6  0.0031965  0.0081379 
 82.E-9     1.8        1.8003    -119.83E-6 -317.47E-6  21.084E-6  0.0015274 -2.0026E-6  264.96E-6 -0.0029957 -0.0076244 
 82.5E-9    1.8        1.7997     115.93E-6  308.32E-6 -20.764E-6 -0.0014475  1.108E-6  -233.53E-6  0.0028123  0.0071682 
 83.E-9    -3.8925E-9  1.8       -0.0021504  150.92E-6 -25.804E-6  134.28E-6 -13.517E-6  48.541E-6  134.62E-6 -121.E-6   
 83.5E-9   -3.8381E-9  1.8        1.7967     1.7412    -17.413E-6  69.569E-6 -7.7436E-6  54.015E-6  119.33E-6 -133.73E-6 
 84.E-9    -207.7E-12  1.8        1.8002     1.803      0.7352    -120.21E-6  9.8541E-6 -51.416E-6 -127.76E-6  124.E-6   
 84.5E-9   -472.E-12   1.8        1.8001     1.8006     1.801      1.2182    -0.00417   -56.991E-6 -127.76E-6  130.38E-6 
 85.E-9     1.2635E-9 -0.072584   1.8        1.8        1.8        1.7752     1.7967    -0.0038857 -362.21E-6  109.16E-6 
 85.5E-9    2.366E-9  -0.016665   1.8        1.7999     1.8        1.798      1.7996     1.7861     1.932     -0.0074733 
 86.E-9     2.9768E-9 -0.0039909  1.8        1.7999     1.8        1.8        1.7999     1.8003     1.8139     1.8222    
 86.5E-9   -3.0286E-9  0.0018284  1.8        1.8002     1.8        1.8        1.8        1.7998     1.7962     1.795     
 87.E-9    -3.0093E-9  0.0013176  1.8        1.8002     1.8        1.8        1.8        1.7998     1.7978     1.7977    
 87.5E-9   -3.001E-9   971.07E-6  1.8        1.8002     1.8        1.8        1.8        1.7999     1.7988     1.7992    
 88.E-9     3.0055E-9 -904.92E-6  1.8        1.7998     1.8        1.8        1.8        1.8001     1.8011     1.8006    
 88.5E-9   -3.0033E-9  839.56E-6  1.8        1.8002     1.8        1.8        1.8        1.7999     1.7991     1.7996    
 89.E-9     3.0009E-9 -779.98E-6  1.8        1.7998     1.8        1.8        1.8        1.8001     1.8008     1.8003    
 89.5E-9   -3.001E-9   724.76E-6  1.8        1.8002     1.8        1.8        1.8        1.7999     1.7993     1.7999    
 90.E-9     3.0021E-9 -672.89E-6  1.8        1.7998     1.8        1.8        1.8        1.8001     1.8006     1.8       
 90.5E-9    1.8       -55.889E-6  0.011193   1.802      1.8        1.8001     1.8        1.8001     1.8        1.7999    
 91.E-9     1.8       -76.702E-6  161.33E-6  0.034143   1.5297     1.8001     1.8        1.8001     1.8002     1.7999    
 91.5E-9    1.8        138.85E-6 -82.609E-6 -0.0067714 -141.63E-6  0.0042524  1.5737     1.8001     1.7998     1.8001    
 92.E-9     1.8        1.7513    -59.879E-6 -0.0025777 -19.273E-6  0.0046784 -0.022976   0.25229    0.28478    1.7998    
 92.5E-9    1.8        1.7991     14.437E-6  141.44E-6  6.2833E-6 -201.53E-6 -583.99E-6  0.0079587  0.0033864  0.011504  
 93.E-9     1.8        1.8001    -44.591E-6 -194.02E-6  3.1826E-6  131.15E-6  34.525E-6 -311.95E-6 -471.71E-6 -0.0015402 
 93.5E-9    1.8        1.8       -46.813E-6 -196.8E-6   9.9013E-6  101.62E-6  40.049E-6 -218.94E-6 -417.27E-6 -0.0011922 
 94.E-9     1.8        1.8        48.535E-6  202.49E-6 -14.005E-6 -91.838E-6 -43.826E-6  205.46E-6  415.1E-6   0.0011301 
 94.5E-9    1.8        1.8       -48.015E-6 -200.13E-6  14.607E-6  84.678E-6  41.698E-6 -187.7E-6  -396.05E-6 -0.0010795 
 95.E-9     1.8        1.8        47.646E-6  198.49E-6 -15.067E-6 -77.38E-6  -40.28E-6   172.33E-6  366.04E-6  0.0010313 
 95.5E-9    1.8        1.8       -47.212E-6 -196.71E-6  15.211E-6  70.21E-6   38.791E-6 -158.61E-6 -350.05E-6 -984.69E-6 
 96.E-9     1.8        1.8        46.845E-6  195.19E-6 -15.15E-6  -63.141E-6 -37.295E-6  146.64E-6  341.57E-6  940.5E-6  
 96.5E-9    1.8        1.8       -46.419E-6 -193.56E-6  15.246E-6  56.19E-6   36.296E-6 -135.97E-6 -333.11E-6 -897.86E-6 
 97.E-9     1.8        1.8        46.061E-6  192.16E-6 -15.487E-6 -49.335E-6 -35.43E-6   126.73E-6  325.55E-6  859.12E-6 
 97.5E-9    1.8        1.8       -45.646E-6 -190.66E-6  15.681E-6  42.603E-6  34.449E-6 -118.5E-6  -311.31E-6 -821.65E-6 
 98.E-9     6.8547E-9  1.8       -0.0021679 -130.12E-6  22.94E-6  -70.338E-6  22.509E-6 -52.162E-6 -64.923E-6  145.62E-6 
 98.5E-9   -9.1299E-9  1.8        1.8292     1.6353    -24.448E-6  65.367E-6 -28.098E-6  40.742E-6  101.9E-6  -103.34E-6 
 99.E-9    -11.21E-9   1.8        1.803      1.783      0.76638    57.837E-6 -28.191E-6  40.841E-6  134.91E-6 -127.06E-6 
 99.5E-9   -11.051E-9  1.8001     1.8002     1.799      1.798      1.5627    -0.0043871 -10.989E-6  95.115E-6 -89.063E-6 
 100.E-9   -9.3219E-9 -0.11305    1.8001     1.7998     1.8002     1.7788     1.7964    -0.0019064 -351.81E-6 -97.506E-6 
 100.5E-9  -8.3605E-9 -0.02491    1.8        1.8001     1.8        1.7977     1.7995     1.8073     1.9449    -0.0090402 
 101.E-9   -7.8769E-9 -0.0058958  1.8        1.8001     1.8        1.7997     1.7999     1.8008     1.8162     1.8248    
 101.5E-9   7.8511E-9  0.0025695  1.8        1.7998     1.8        1.8002     1.8        1.7997     1.7956     1.7944    
 102.E-9    7.8773E-9  0.0018026  1.8        1.7998     1.8        1.8002     1.8        1.7998     1.7974     1.7973    
 102.5E-9  -7.8848E-9 -0.0016497  1.8        1.8002     1.8        1.7998     1.8        1.8002     1.8022     1.8022    
 103.E-9    7.8848E-9  0.001517   1.8        1.7998     1.8        1.8002     1.8        1.7998     1.798      1.7982    
 103.5E-9  -7.8853E-9 -0.0013942  1.8        1.8002     1.8        1.7998     1.8        1.8002     1.8017     1.8015    
 104.E-9    7.8864E-9  0.0012813  1.8        1.7998     1.8        1.8002     1.8        1.7998     1.7985     1.7988    
 104.5E-9  -7.8888E-9 -0.0011771  1.8        1.8002     1.8        1.7999     1.8        1.8001     1.8013     1.8009    
 105.E-9    7.89E-9    0.0010812  1.8        1.7998     1.8        1.8001     1.8        1.7999     1.7989     1.7993    
