#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)   
 48.5E-9   -1.9871E-9  2.6958E-6 -42.319E-6  31.435E-6 -59.303E-6  13.197E-6  74.987E-6  26.863E-6 -787.89E-9 -7.4336E-6 
 49.E-9     1.9883E-9 -627.48E-9  44.348E-6 -30.252E-6  56.319E-6 -10.215E-6 -72.599E-6 -26.565E-6  2.0019E-6  8.8811E-6 
 49.5E-9   -1.9878E-9 -2.9218E-6 -42.529E-6  33.587E-6 -51.123E-6  12.67E-6   67.636E-6  23.759E-6 -4.6942E-6 -11.258E-6 
 50.E-9     1.9872E-9  5.9612E-6  41.07E-6  -29.931E-6  46.552E-6 -7.9284E-6 -62.605E-6 -27.765E-6  873.64E-9  13.454E-6 
 50.5E-9    1.8        3.8631E-6 -30.208E-6  37.129E-6 -8.061E-6   11.929E-6  21.713E-6  35.32E-6  -11.542E-6 -17.147E-6 
 51.E-9     1.8        80.546E-9  29.331E-6 -50.104E-6  9.6014E-6 -4.1498E-6 -39.238E-6 -50.581E-6 -11.53E-6  -5.5824E-6 
 51.5E-9    1.8        4.9746E-6 -31.331E-6  47.985E-6 -8.868E-6   9.6931E-6  37.57E-6   48.701E-6  8.0667E-6  1.4642E-6 
 52.E-9     1.8       -222.24E-9  30.559E-6 -44.33E-6   6.7258E-6 -5.4727E-6 -34.508E-6 -45.237E-6 -4.2644E-6  2.3286E-6 
 52.5E-9    1.8       -3.1996E-6 -29.902E-6  40.833E-6 -4.5563E-6  2.2067E-6  31.558E-6  41.907E-6  944.88E-9 -5.5448E-6 
 53.E-9    -2.2429E-9  5.3746E-6 -66.554E-6  72.596E-6 -50.535E-6  10.696E-6  51.921E-6  84.582E-6  10.478E-6  3.0366E-6 
 53.5E-9   -2.2347E-9  1.1694E-6 -63.99E-6   70.772E-6 -39.015E-6 -791.01E-9  42.949E-6  65.572E-6 -1.2907E-6 -8.8599E-6 
 54.E-9     2.2366E-9  914.99E-9  66.904E-6 -68.025E-6  37.373E-6  2.2938E-6 -42.045E-6 -63.06E-6   2.4361E-6  10.18E-6  
 54.5E-9   -2.2347E-9 -4.2928E-6 -64.106E-6  62.765E-6 -33.4E-6   -5.1674E-6  38.414E-6  58.32E-6  -5.1008E-6 -12.467E-6 
 55.E-9     2.2339E-9  7.1862E-6  61.858E-6 -57.514E-6  29.544E-6  7.9281E-6 -34.902E-6 -53.65E-6   7.6327E-6  14.539E-6 
 55.5E-9    1.8       -8.6645E-6 -45.343E-6  38.222E-6 -19.782E-6  5.3922E-6  24.577E-6  37.165E-6 -12.702E-6  1.5142E-6 
 56.E-9     1.8        7.6462E-6  44.127E-6 -49.942E-6  39.031E-6 -1.1258E-6 -22.833E-6 -52.258E-6 -18.224E-6  1.9564E-6 
 56.5E-9    1.8       -8.9498E-6 -47.182E-6  47.682E-6 -37.135E-6  6.8825E-6  21.467E-6  50.251E-6  13.823E-6  3.039E-6  
 57.E-9     1.8        10.797E-6  46.025E-6 -43.963E-6  33.718E-6 -2.8639E-6 -19.091E-6 -46.418E-6 -8.9202E-6  1.6824E-6 
 57.5E-9    1.8       -12.382E-6 -45.057E-6  40.409E-6 -30.331E-6 -224.73E-9  16.78E-6   42.774E-6  4.6938E-6 -5.0807E-6 
 58.E-9    -2.4608E-9  6.4356E-6 -32.641E-6  79.124E-6 -45.648E-6  11.185E-6  54.282E-6  40.568E-6  11.558E-6  3.8946E-6 
 58.5E-9   -2.453E-9  -9.4275E-6 -33.651E-6  59.628E-6 -34.717E-6 -613.86E-9  45.969E-6  35.397E-6  1.3472E-6 -8.2687E-6 
 59.E-9     2.4542E-9  10.132E-6  36.563E-6 -57.076E-6  33.496E-6  2.2336E-6 -45.273E-6 -35.167E-6 -634.01E-9  9.7316E-6 
 59.5E-9   -2.4522E-9 -12.147E-6 -35.513E-6  52.237E-6 -30.313E-6 -5.0647E-6  41.84E-6   32.154E-6 -2.1169E-6 -11.97E-6  
 60.E-9     2.4519E-9  13.972E-6  34.757E-6 -47.403E-6  27.247E-6  7.8412E-6 -45.246E-6 -29.137E-6  4.5692E-6  14.05E-6  
