#Time       v(a0)      v(b0)      v(a1)      v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(cout)    v(a1)     
 22.8E-9   -5.7139E-9  1.8006     242.57E-6 -113.64E-6  81.452E-6  100.54E-6  9.0596E-6 -18.126E-6 -71.689E-6  0.92119    1.7977    -33.388E-6  242.57E-6 
 22.9E-9   -6.1974E-9  1.7999     76.885E-6  79.573E-6  100.51E-6 -30.566E-6  29.105E-6 -24.028E-6 -31.834E-6  0.0031377  1.7998    -71.738E-6  76.885E-6 
 23.E-9    -1.5956E-9  1.7997    -375.4E-6   101.95E-6 -122.14E-6  85.697E-6  21.86E-6   712.96E-9  11.474E-6  118.46E-6  1.8021     44.132E-6 -375.4E-6  
 23.1E-9   -5.5129E-9  1.7994     189.63E-6  89.644E-6  126.52E-6 -5.1336E-6 -18.417E-6 -10.02E-6  -62.742E-6  12.372E-6  1.8178    -59.853E-6  189.63E-6 
 23.2E-9   -1.5538E-9  1.8003     328.05E-6 -82.278E-6 -63.513E-6  44.459E-6  1.1258E-6  3.5344E-6  13.375E-6  15.981E-6  0.78353   -0.0058973  328.05E-6 
 23.3E-9   -796.6E-12  1.7996    -96.711E-6  32.139E-6  17.095E-6 -65.302E-6 -22.339E-6  18.628E-6  37.403E-6  15.191E-6 -0.0079996  0.60543   -96.711E-6 
 23.4E-9    253.9E-12  1.8       -238.35E-6  63.853E-6 -11.316E-6  24.498E-6 -17.936E-6 -9.5776E-6  30.807E-6  14.222E-6 -0.0024565  1.8368    -238.35E-6 
 23.5E-9   -670.9E-12  1.8002     67.746E-6  196.19E-6  47.059E-6  21.68E-6  -34.577E-6  18.582E-6  35.834E-6  13.646E-6 -740.38E-6  1.8027     67.746E-6 
 23.6E-9    291.1E-12  1.7996     73.289E-6 -0.0021959 -0.0011662 -64.813E-6 -1.3399E-6 -13.016E-6  11.413E-6  12.745E-6 -273.E-6    1.8002     73.289E-6 
 23.7E-9    141.9E-12  1.7999     304.39E-6 -0.011751  -0.007504   20.754E-6  3.4169E-6  19.734E-6  36.91E-6   12.63E-6  -132.78E-6  1.8        304.39E-6 
 23.8E-9   -1.4522E-9  1.8002     3.6435E-6  0.81822    0.27568    18.63E-6  -21.358E-6  23.364E-6  38.619E-6  12.753E-6 -62.845E-6  1.8        3.6435E-6 
 23.9E-9    1.1853E-9  1.7996    -231.23E-6  1.8278     1.7639     8.0532E-6 -18.774E-6 -4.2157E-6  12.188E-6  13.009E-6 -26.136E-6  1.8       -231.23E-6 
 24.E-9     275.7E-12  1.8       -77.433E-6  1.8021     1.799      133.19E-6 -5.6853E-6  18.121E-6  38.193E-6  13.346E-6 -2.2613E-6  1.8001    -77.433E-6 
 24.1E-9    260.7E-12  1.8002     206.02E-6  1.8002     1.8       -17.523E-6 -25.737E-6  22.431E-6  38.741E-6  13.729E-6  16.485E-6  1.8        206.02E-6 
 24.2E-9    1.1123E-9  1.7996     7.3246E-6  1.7999     1.7999    -0.0018263  4.6928E-6 -4.3882E-6  12.631E-6  14.15E-6   31.841E-6  1.8        7.3246E-6 
 24.3E-9    1.1029E-9  1.8       -206.12E-6  1.7999     1.7999    -0.0091051 -41.457E-6  18.053E-6  38.15E-6   14.594E-6  43.981E-6  1.8001    -206.12E-6 
 24.4E-9    83.21E-12  1.8003    -327.3E-6   1.7998     1.7999     0.27828   -40.452E-6  22.542E-6  39.538E-6  15.068E-6  53.466E-6  1.8       -327.3E-6  
 24.5E-9    327.4E-12  1.7996     11.293E-6  1.8001     1.7998     1.3991     1.6252E-6 -4.1235E-6  12.871E-6  15.527E-6  60.913E-6  1.8001     11.293E-6 
 24.6E-9    214.9E-12  1.8        93.326E-6  1.7999     1.7999     1.7782     180.64E-6  18.115E-6  38.806E-6  16.015E-6  66.843E-6  1.8001     93.326E-6 
 24.7E-9    934.9E-12  1.8003    -93.372E-6  1.7999     1.7998     1.7993    -299.14E-6  22.766E-6  39.469E-6  16.553E-6  71.662E-6  1.7999    -93.372E-6 
 24.8E-9    1.0779E-9  1.7996    -61.126E-6  1.8001     1.8        1.7999    -0.0048024 -3.9935E-6  13.349E-6  17.054E-6  75.678E-6  1.8001    -61.126E-6 
 24.9E-9    971.4E-12  1.8        89.686E-6  1.7999     1.7999     1.8        0.041208   18.173E-6  38.815E-6  17.613E-6  79.135E-6  1.8001     89.686E-6 
 25.E-9     551.9E-12  1.8003    -100.74E-6  1.8        1.8001     1.8        1.3353     23.497E-6  39.967E-6  18.184E-6  82.191E-6  1.7999    -100.74E-6 
 25.1E-9    1.8        1.7997     105.36E-6  1.7999     1.7999     1.8        1.801      57.569E-6  13.735E-6  18.759E-6  84.961E-6  1.8001     105.36E-6 
 25.2E-9    1.8        1.8        144.68E-6  1.7999     1.7999     1.8        1.7999     65.539E-6  39.186E-6  19.394E-6  87.546E-6  1.8001     144.68E-6 
 25.3E-9    1.8        1.8        63.851E-6  1.8001     1.8001     1.8        1.7999    -325.8E-6  -35.232E-6 -18.009E-6 -78.354E-6  1.7999     63.851E-6 
 25.4E-9    1.8        1.8002     264.33E-6  1.7998     1.8001     1.8        1.8       -0.0040079  46.325E-6  19.159E-6  81.729E-6  1.8        264.33E-6 
 25.5E-9    1.8        1.7999    -330.87E-6  1.8001     1.7999     1.8        1.8        0.0082586  36.93E-6   27.865E-6  118.9E-6   1.8       -330.87E-6 
 25.6E-9    1.8        1.8       -371.77E-6  1.7992     1.7999     1.8001     1.8        0.74702   -3.6146E-6 -34.638E-6 -135.89E-6  1.7999    -371.77E-6 
 25.7E-9    1.8        1.8001     2.4645E-6  1.8159     1.8006     1.8        1.8        1.632      228.04E-6 -27.173E-6 -118.49E-6  1.8001     2.4645E-6 
 25.8E-9    1.8        1.8001    -53.882E-6  0.60601    1.7815     1.8001     1.8        1.7886    -76.903E-6 -32.56E-6  -140.05E-6  1.8       -53.882E-6 
 25.9E-9    1.8        1.8002     173.98E-6 -0.0014415 -0.014664   1.8001     1.8        1.7992    -0.0032408 -23.334E-6 -164.46E-6  1.7999     173.98E-6 
 26.E-9     1.8        1.7996     289.12E-6  305.45E-6  0.0011952  1.7998     1.8        1.7999    -0.0053621  21.453E-6  178.94E-6  1.7999     289.12E-6 
 26.1E-9    1.8        1.7998     71.108E-6 -13.189E-6  86.988E-6  1.8006     1.8        1.7999     0.77262   -21.532E-6 -166.16E-6  1.8001     71.108E-6 
 26.2E-9    1.8        1.8002    -376.36E-6 -108.97E-6 -122.83E-6  1.7786     1.8        1.8        1.746      51.214E-6  134.2E-6   1.8001    -376.36E-6 
 26.3E-9    1.8        1.7996    -136.E-6    109.22E-6  100.35E-6  0.49322    1.8        1.8        1.7994     98.889E-6 -89.217E-6  1.7999    -136.E-6   
 26.4E-9    1.8        1.8002     328.99E-6 -104.1E-6  -79.903E-6  941.84E-6  1.7997     1.8        1.7999    -273.4E-6   78.227E-6  1.7999     328.99E-6 
 26.5E-9    1.8        1.7997     170.31E-6  81.565E-6  103.74E-6  19.809E-6  1.8036     1.8        1.7999    -0.0032978 -147.68E-6  1.8001     170.31E-6 
 26.6E-9    1.8        1.8001    -295.67E-6  74.369E-6  68.033E-6 -38.187E-6  1.4973     1.8        1.7999    -0.0062753 -115.27E-6  1.8001    -295.67E-6 
 26.7E-9    1.8        1.8        144.07E-6 -78.601E-6 -95.29E-6   40.536E-6 -0.018758   1.8        1.8        0.65838    144.05E-6  1.7999     144.07E-6 
 26.8E-9    1.8        1.7999     468.42E-6 -125.24E-6 -57.679E-6  51.848E-6  13.475E-6  1.7996     1.8        1.6861     224.59E-6  1.8001     468.42E-6 
 26.9E-9    1.8        1.8003    -43.261E-6  49.102E-6 -70.323E-6 -53.349E-6 -31.713E-6  1.8021     1.7999     1.7963    -66.362E-6  1.7999    -43.261E-6 
 27.E-9     1.8        1.7997    -128.1E-6   148.23E-6  120.69E-6  10.499E-6 -46.874E-6  1.6769     1.7999     1.7998    -117.83E-6  1.8001    -128.1E-6  
 27.1E-9    1.8        1.8003     143.23E-6 -98.384E-6 -75.78E-6   7.1436E-6  37.315E-6  0.3412     1.8        1.7999     84.392E-6  1.8        143.23E-6 
 27.2E-9    1.8        1.8003     118.56E-6  92.663E-6 -98.294E-6 -67.88E-6   43.768E-6  0.0024699  1.7997     1.8       -290.82E-6  1.7997     118.56E-6 
 27.3E-9    1.8        1.7997    -144.93E-6  77.228E-6  115.09E-6 -15.34E-6  -10.397E-6  45.259E-6  1.8224     1.8       -0.0010135  1.7856    -144.93E-6 
 27.4E-9    1.8        1.8002    -548.01E-6  72.962E-6  73.856E-6  96.603E-6 -22.547E-6 -12.838E-6  0.66647    1.8       -0.0021528 -0.012575  -548.01E-6 
 27.5E-9    1.8        1.8       -309.02E-6  42.97E-6  -76.005E-6 -71.608E-6  9.1331E-6  33.81E-6   0.0012498  1.7999    -0.0057049  735.68E-6 -309.02E-6 
 27.6E-9    1.8        1.8007    -131.43E-6 -141.02E-6 -92.834E-6  70.985E-6  11.487E-6  47.833E-6  72.52E-6   1.7995     0.073469   141.78E-6 -131.43E-6 
 27.7E-9   -6.3354E-9  1.8003     179.98E-6 -93.25E-6  -87.154E-6  89.18E-6   24.351E-6 -39.679E-6 -48.673E-6  1.8181     1.3986    -126.64E-6  179.98E-6 
 27.8E-9   -6.2097E-9  1.8001    -318.19E-6  132.36E-6  176.35E-6  119.34E-6  62.456E-6 -41.44E-6  -43.777E-6  0.88139    1.7978    -90.315E-6 -318.19E-6 
 27.9E-9   -1.6123E-9  1.7997    -311.08E-6 -107.76E-6  62.549E-6 -78.619E-6 -52.77E-6   23.545E-6  43.706E-6  453.35E-6  1.7997     45.843E-6 -311.08E-6 
 28.E-9    -1.202E-9   1.7996    -430.87E-6  111.1E-6  -101.17E-6 -112.68E-6 -229.81E-9  34.269E-6 -18.434E-6  43.551E-6  1.8022     43.786E-6 -430.87E-6 
 28.1E-9   -5.9039E-9  1.8       -43.969E-6  94.339E-6 -89.392E-6 -11.576E-6  6.2483E-6 -38.014E-6 -816.76E-9  10.187E-6  1.8182    -58.896E-6 -43.969E-6 
 28.2E-9   -1.1321E-9  1.7996    -395.36E-6 -96.071E-6  54.382E-6  28.664E-6 -8.9734E-6  20.019E-6  9.3671E-6  16.915E-6  0.71924   -0.0066685 -395.36E-6 
 28.3E-9   -370.6E-12  1.8       -10.008E-6  26.731E-6 -69.999E-6  815.48E-9 -47.521E-6  3.2285E-6  9.3281E-6  14.987E-6  671.05E-6  0.63601   -10.008E-6 
 28.4E-9    646.1E-12  1.8002     94.977E-6  52.541E-6 -35.342E-6 -4.4875E-6 -11.334E-6  17.691E-6  30.728E-6  13.897E-6  99.413E-6  1.8347     94.977E-6 
 28.5E-9   -271.4E-12  1.7996    -101.E-6    198.1E-6   47.374E-6  390.88E-9 -17.872E-6 -5.4925E-6  42.862E-6  13.889E-6  66.219E-6  1.8025    -101.E-6   
 28.6E-9    710.6E-12  1.8001    -299.08E-6 -0.0021549 -0.0011505  6.8722E-6 -39.592E-6  27.523E-6  19.692E-6  13.085E-6  49.653E-6  1.8002    -299.08E-6 
 28.7E-9    541.E-12   1.8003     51.195E-6 -0.011782  -0.0074409  30.425E-6 -7.3719E-6 -3.7288E-6  29.515E-6  12.984E-6  46.267E-6  1.8        51.195E-6 
 28.8E-9   -1.0497E-9  1.7996     105.94E-6  0.80442    0.27164    4.5669E-6 -5.7785E-6  18.27E-6  -1.8478E-6  13.184E-6  48.068E-6  1.8        105.94E-6 
 28.9E-9    1.5983E-9  1.8001    -205.93E-6  1.8287     1.7618     37.195E-6 -30.774E-6  440.5E-9   9.5449E-6  13.462E-6  45.762E-6  1.8       -205.93E-6 
 29.E-9     674.6E-12  1.8003     88.04E-6   1.8021     1.7989     55.539E-6 -27.978E-6  18.235E-6  48.633E-6  13.736E-6  49.064E-6  1.8001     88.04E-6  
 29.1E-9    647.7E-12  1.7996     131.79E-6  1.8002     1.8       -19.267E-6 -16.366E-6  28.403E-6  2.4115E-6  14.021E-6  55.945E-6  1.8        131.79E-6 
 29.2E-9    1.5231E-9  1.8        37.389E-6  1.7999     1.7999    -0.0018203 -35.821E-6  2.823E-6   44.117E-6  14.299E-6  64.057E-6  1.8        37.389E-6 
 29.3E-9    1.5009E-9  1.8003     293.5E-6   1.7999     1.7999    -0.0090883  93.701E-9  19.03E-6   4.7546E-6  14.573E-6  71.553E-6  1.8001     293.5E-6  
 29.4E-9    474.E-12   1.7997     229.92E-6  1.8001     1.7999     0.27691   -10.124E-6  29.144E-6  41.936E-6  14.846E-6  77.999E-6  1.8        229.92E-6 
 29.5E-9    736.1E-12  1.8       -128.21E-6  1.7999     1.7998     1.3976     2.2547E-6  3.4024E-6  3.2802E-6  15.126E-6  83.461E-6  1.8       -128.21E-6 
 29.6E-9    614.1E-12  1.8003    -284.04E-6  1.7999     1.8001     1.7781     164.93E-6  19.091E-6  10.045E-6  15.403E-6  88.125E-6  1.8001    -284.04E-6 
 29.7E-9    1.3172E-9  1.7997    -99.989E-6  1.7998     1.7999     1.7993    -218.27E-6 -7.4379E-6  45.06E-6   15.679E-6  92.188E-6  1.8001    -99.989E-6 
 29.8E-9    1.48E-9    1.8001     181.39E-6  1.7999     1.7999     1.7999    -0.0047721 -6.0904E-6  5.4317E-6  15.962E-6  95.812E-6  1.7999     181.39E-6 
 29.9E-9    1.3692E-9  1.8003     15.08E-6   1.8001     1.7999     1.8        0.04069    24.731E-6  8.9149E-6  16.232E-6  99.125E-6  1.8001     15.08E-6  
 30.E-9     935.8E-12  1.7997    -203.74E-6  1.7999     1.8001     1.8        1.3333    -6.0905E-6  33.066E-6  16.557E-6  102.23E-6  1.8001    -203.74E-6 
 30.1E-9    1.8        1.8        53.05E-6   1.7999     1.7999     1.8        1.801      60.465E-6  46.277E-6  16.878E-6  105.19E-6  1.7999     53.05E-6  
 30.2E-9    1.8        1.8002     116.23E-6  1.8001     1.7999     1.8        1.7999     55.025E-6  23.006E-6  17.228E-6  108.09E-6  1.8001     116.23E-6 
 30.3E-9    1.8        1.8       -33.93E-6   1.8001     1.8001     1.7999     1.7999    -324.06E-6  80.23E-9  -16.431E-6 -96.438E-6  1.7999    -33.93E-6  
 30.4E-9    1.8        1.7999     358.74E-6  1.7998     1.7998     1.8002     1.8       -0.0040101  106.59E-6  18.331E-6  100.33E-6  1.8002     358.74E-6 
 30.5E-9    1.8        1.7998     34.242E-6  1.8        1.7999     1.7999     1.8        0.0080761  25.519E-6  22.323E-6  146.34E-6  1.8001     34.242E-6 
 30.6E-9    1.8        1.8001    -187.3E-6   1.7992     1.7999     1.8        1.8        0.74538   -5.7493E-6 -25.815E-6 -167.65E-6  1.8001    -187.3E-6  
 30.7E-9    1.8        1.7995    -33.751E-6  1.8163     1.8006     1.7999     1.8        1.6334     251.69E-6  18.42E-6   135.86E-6  1.7999    -33.751E-6 
 30.8E-9    1.8        1.7995    -231.33E-6  0.60681    1.7834     1.7998     1.8        1.7868    -31.211E-6  26.395E-6  98.707E-6  1.7998    -231.33E-6 
 30.9E-9    1.8        1.8003    -185.2E-6  -0.0010481 -0.013742   1.8        1.8        1.7989    -0.0033484  33.544E-6  95.673E-6  1.8001    -185.2E-6  
 31.E-9     1.8        1.7996    -185.83E-6 -331.49E-6 -0.0057184  1.7998     1.8        1.7998    -0.0027988  41.795E-6  131.15E-6  1.7999    -185.83E-6 
 31.1E-9    1.8        1.8003     273.78E-6  124.6E-6   85.004E-6  1.8008     1.8        1.7999     0.79195   -43.265E-6 -130.12E-6  1.7999     273.78E-6 
 31.2E-9    1.8        1.7996     26.444E-6  130.16E-6  149.36E-6  1.7789     1.8001     1.8        1.7491    -5.0824E-6 -165.77E-6  1.8001     26.444E-6 
 31.3E-9    1.8        1.8003    -54.E-6    -25.902E-6 -137.18E-6  0.502      1.8        1.8        1.7994     65.44E-6   102.5E-6   1.7999    -54.E-6    
 31.4E-9    1.8        1.7997     194.6E-6   59.426E-6  78.627E-6  989.97E-6  1.7997     1.8        1.7999    -285.11E-6 -73.941E-6  1.8001     194.6E-6  
