#Time       v(a0)      v(cout)    v(sum0)    v(sum1)    v(sum2)    v(sum3)    v(sum4)    v(sum5)    v(sum6)    v(sum7)    v(sum8)    v(sum9)    v(sum10)   v(sum11)   v(sum12)   v(sum13)   v(sum14)   v(sum15)   v(sum16)   v(sum17)   v(sum18)   v(sum19)   v(sum20)   v(sum12)   v(sum22)   v(sum23)   v(sum24)   v(sum25)   v(sum26)   v(sum27)   v(sum28)   v(sum29)   v(sum30)   v(sum31)  
 15.8E-9   -17.197E-9  1.8        1.7994     1.5273    -30.702E-6 -29.056E-6 -17.732E-6 -123.58E-6 -66.7E-6   -5.6218E-6 -32.472E-6  9.1014E-6 -7.7553E-6 -3.9866E-6  359.5E-9  -19.494E-6  4.7456E-6 -2.332E-6  -96.194E-6 -13.656E-6 -16.056E-6 -10.329E-6 -43.645E-6  359.5E-9  -74.939E-6 -51.925E-6 -52.124E-6 -5.8386E-6  132.18E-6  0.028049  -123.68E-6 -9.4475E-6 -0.0020219  1.733     
 16.E-9     11.46E-9   1.8        1.8        1.8099     135.29E-6  103.7E-6   15.552E-6  131.78E-6  124.94E-6  17.041E-6  102.75E-6  13.859E-6  9.2085E-6  12.872E-6  11.807E-6  10.346E-6  14.071E-6  31.999E-6  75.793E-6  14.505E-6  8.5952E-6  10.224E-6  110.11E-6  11.807E-6  99.109E-6  59.52E-6   119.97E-6  18.123E-6  8.7105E-6 -76.915E-6  161.76E-6  16.511E-6  63.532E-6  0.031094  
 16.2E-9    11.747E-9  1.8        1.7999     1.8032    -0.0011564  108.4E-6   15.509E-6  136.85E-6  155.05E-6  15.774E-6  135.73E-6  12.662E-6  7.5823E-6  11.486E-6  12.704E-6  9.01E-6    14.38E-6   38.757E-6  135.56E-6  11.783E-6  6.8262E-6  7.6144E-6  146.59E-6  12.704E-6  103.21E-6  72.794E-6  101.7E-6   18.722E-6  11.265E-6 -6.1549E-6  131.48E-6  19.569E-6  41.025E-6  0.0023897 
 16.4E-9    9.9033E-9  1.8        1.7999     1.8011     0.95064    86.326E-6  13.544E-6  139.19E-6  140.57E-6  12.274E-6  148.63E-6  11.938E-6  7.6431E-6  9.6585E-6  14.181E-6  8.614E-6   15.816E-6  40.38E-6   96.349E-6  9.252E-6   6.4855E-6  7.206E-6   156.E-6    14.181E-6  100.29E-6  76.878E-6  93.239E-6  18.703E-6  11.31E-6   8.0545E-6  153.92E-6  20.005E-6  32.197E-6  156.99E-6 
 16.6E-9    11.457E-9  1.8        1.7999     1.8005     1.7821    -0.0062297  18.115E-6  135.55E-6  148.37E-6  15.356E-6  156.46E-6  11.136E-6  7.0604E-6  12.879E-6  12.918E-6  10.966E-6  13.978E-6  37.889E-6  125.99E-6  12.112E-6  4.4627E-6  9.1882E-6  164.16E-6  12.918E-6  96.997E-6  74.202E-6  124.61E-6  16.303E-6  11.238E-6  13.981E-6  167.44E-6  20.477E-6  30.028E-6  33.139E-6 
 16.8E-9    8.5405E-9  1.8        1.7999     1.8001     1.7985     1.6903     1.7187E-6  127.88E-6  154.54E-6  13.701E-6  136.29E-6  10.741E-6  6.6677E-6  11.401E-6  11.902E-6  8.7516E-6  12.892E-6  35.78E-6   46.358E-6  8.9413E-6  7.8173E-6  7.6588E-6  173.13E-6  11.902E-6  93.732E-6  77.385E-6  108.1E-6   14.685E-6  11.255E-6  17.81E-6   178.66E-6  20.925E-6  31.618E-6  29.224E-6 
 17.E-9     10.05E-9   1.8        1.7999     1.8        1.8008     1.7674    -10.961E-6  129.09E-6  159.04E-6  12.297E-6  118.28E-6  10.453E-6  6.4326E-6  10.471E-6  11.325E-6  8.1315E-6  10.788E-6  34.362E-6  96.941E-6  11.836E-6  6.3524E-6  7.144E-6   175.61E-6  11.325E-6  94.735E-6  74.243E-6  82.187E-6  14.076E-6  11.295E-6  20.693E-6  143.91E-6  21.338E-6  34.678E-6  30.306E-6 
 17.2E-9    7.4244E-9  1.8        1.7999     1.7999     1.8007     1.789     -768.79E-6  397.81E-6  178.28E-6  11.96E-6   125.27E-6  10.302E-6  6.3081E-6  8.469E-6   10.959E-6  8.2413E-6  14.572E-6  33.577E-6  50.811E-6  10.043E-6  5.58E-6    6.6055E-6  179.76E-6  10.959E-6  98.159E-6  74.598E-6  121.36E-6  15.765E-6  11.462E-6  22.971E-6  157.67E-6  21.738E-6  37.497E-6  33.08E-6  
 17.4E-9    5.1146E-9  1.7999     1.7999     1.7999     1.8004     1.7958    -0.0041732  0.32829    12.082E-6  13.782E-6  94.506E-6  10.236E-6  6.2418E-6  12.249E-6  10.804E-6  6.1102E-6  13.419E-6  33.218E-6  97.644E-6  9.454E-6   3.8682E-6  5.346E-6   156.48E-6  10.804E-6  102.75E-6  77.493E-6  62.651E-6  14.616E-6  11.255E-6  24.808E-6  170.84E-6  22.132E-6  39.89E-6   33.162E-6 
 17.6E-9    5.1432E-9  1.8        1.7999     1.7999     1.8001     1.7983     0.55567    1.9219    -802.49E-6  128.06E-6  0.038603  -866.25E-9  1.6884E-6  11.126E-6  8.1709E-6  9.0251E-6  11.154E-6  33.081E-6  104.28E-6  10.192E-6  7.4926E-6  7.7821E-6  164.35E-6  8.1709E-6  107.79E-6  75.027E-6  108.64E-6  13.827E-6  11.33E-6   26.307E-6  127.12E-6  22.481E-6  41.874E-6  32.928E-6 
 17.8E-9    5.1378E-9  1.8        1.7999     1.7999     1.8        1.7992     1.5015     1.8341    -0.0058347  0.016685   1.9332    -0.0027272  65.714E-6  8.8394E-6  24.044E-6  7.4652E-6 -3.9598E-6  33.162E-6  136.71E-6  7.8357E-6  6.1668E-6  6.5896E-6  171.03E-6  24.044E-6  112.87E-6  77.361E-6  54.727E-6  11.619E-6  11.424E-6  27.557E-6  150.46E-6  22.845E-6  43.526E-6  31.879E-6 
 18.E-9     1.5054E-9  1.8        1.7999     1.7999     1.7999     1.7996     1.7707     1.8103     1.2601     1.0247     1.8337     0.56108   -0.0026683  12.684E-6  67.512E-6  7.2108E-6  11.164E-6  33.269E-6  96.057E-6  11.146E-6  5.5053E-6  6.3011E-6  150.04E-6  67.512E-6  117.83E-6  77.E-6     102.55E-6  16.255E-6  11.514E-6  28.602E-6  166.25E-6  23.235E-6  44.91E-6   31.862E-6 
 18.2E-9    4.0156E-9  1.8        1.7999     1.8        1.7999     1.7999     1.7982     1.8036     1.7389     1.7188     1.8086     1.5111     0.3213     107.38E-6  0.013947  -1.2486E-6  6.5281E-6  33.548E-6  123.32E-6  9.5674E-6  3.88E-6    5.8973E-6  160.06E-6  0.013947   122.54E-6  73.549E-6  50.726E-6  15.314E-6  11.605E-6  29.493E-6  124.7E-6   23.597E-6  46.077E-6  34.839E-6 
 18.4E-9    1.993E-9   1.7999     1.7999     1.7999     1.7999     1.8        1.7998     1.8012     1.7847     1.797      1.8021     1.7717     1.2448    -0.0054169  0.91097   -0.0018501  88.195E-6  33.736E-6  147.93E-6  9.1476E-6  7.511E-6   5.8845E-6  170.93E-6  0.91097    126.98E-6  75.217E-6  99.952E-6  14.176E-6  11.686E-6  30.27E-6   149.8E-6   23.983E-6  47.086E-6  32.338E-6 
 18.6E-9    886.3E-12  1.8        1.7999     1.8        1.8        1.8001     1.8        1.8004     1.7959     1.7998     1.8005     1.7981     1.6946     0.79867    1.6606     0.39561   -0.0047333  32.192E-6  82.737E-6  9.946E-6   6.2276E-6  5.5664E-6  172.88E-6  1.6606     131.13E-6  75.278E-6  103.58E-6  14.218E-6  11.768E-6  30.95E-6   167.14E-6  24.389E-6  47.97E-6   33.728E-6 
 18.8E-9    1.9939E-9  1.7999     1.7998     1.7999     1.8        1.8001     1.8        1.8001     1.7988     1.7999     1.8002     1.7997     1.7868     1.6065     1.7914     1.247      0.61295    310.68E-6 -53.238E-6  5.255E-6   1.4678E-6  5.6277E-6  149.8E-6   1.7914     135.05E-6  72.543E-6  71.4E-6    15.989E-6  11.852E-6  31.55E-6   158.39E-6  24.819E-6  48.753E-6 -6.5445E-6 
 19.E-9    -823.2E-12  1.3357     1.7998     1.7999     1.8        1.8001     1.8        1.7999     1.7995     1.8        1.8002     1.7999     1.7984     1.782      1.7994     1.6785     1.5721     0.19446   -0.0030591  219.07E-6  71.364E-6  5.3873E-6  173.82E-6  1.7994     138.75E-6  75.014E-6  143.23E-6  15.117E-6  11.936E-6  32.08E-6   89.241E-6  25.246E-6  49.474E-6  23.873E-6 
 19.2E-9    1.3967E-9 -0.083266   1.7998     1.8        1.8        1.8001     1.8        1.7999     1.7998     1.8        1.8001     1.8        1.7997     1.7986     1.7999     1.7808     1.7833     1.6808     0.83613    0.10538   -0.0034062  947.28E-9  39.286E-6  1.7999     142.27E-6  75.751E-6  9.3853E-6  14.554E-6  12.047E-6  30.863E-6  124.22E-6  25.686E-6  50.143E-6  30.563E-6 
 19.4E-9    2.057E-9  -0.044401   1.7998     1.7999     1.8001     1.8001     1.8        1.7999     1.8        1.8        1.8001     1.8        1.8        1.7998     1.8        1.7971     1.7991     1.801      1.8149     1.0706     0.38747    105.62E-6 -0.0053663  1.8        141.45E-6  73.437E-6 -0.0013439  34.644E-6  9.3631E-6  32.401E-6  145.33E-6  26.152E-6  50.773E-6  33.141E-6 
 19.6E-9   -550.6E-12 -0.02405    1.7998     1.8        1.8001     1.8001     1.8        1.7999     1.8        1.8        1.8001     1.8        1.8        1.7999     1.8        1.7995     1.7999     1.8005     1.8041     1.6744     1.3062     0.16194    1.3175     1.8        167.61E-6  78.403E-6  0.027364  -0.0076367  17.827E-6  30.57E-6   129.59E-6  26.58E-6   51.371E-6  33.123E-6 
 19.8E-9   -24.6E-9    0.0051772  1.8001     1.8001     1.7999     1.7999     1.8        1.8        1.7999     1.8        1.7999     1.8        1.8        1.8        1.8        1.7999     1.8        1.8        1.7999     1.7858     1.7123     0.99502    1.8075     1.8        6.0156E-6 -81.465E-6  1.8105     1.0314     13.027E-6 -30.718E-6 -0.0013605 -24.992E-6 -45.967E-6 -20.322E-6 
 20.E-9    -24.835E-9  468.58E-6  1.8        1.8001     1.7999     1.7999     1.8        1.8        1.7999     1.8        1.7999     1.8        1.8        1.8        1.8        1.8        1.8        1.8        1.7999     1.7984     1.7876     1.5678     1.8        1.8       -903.25E-6 -169.91E-6  1.8        1.735      127.9E-6  -30.196E-6  0.59101    296.32E-6 -51.145E-6 -39.457E-6 
